sample_title	mouse_line	cre_driver_1	cre_driver_2	cre_reporter	dissection	tdTomato	pass_qc_checks	broad_type	core_intermediate	primary_type	secondary_type	aibs_vignette_id
Rbp4_tdTnegative_cell_23	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	negative	Y	Microglia	core	Micro Ctss		R418n_V5
Scnn1a-Tg3_tdTnegative_cell_2	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S559n_V4
Scnn1a-Tg3_tdTnegative_cell_4	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S561n_V4
Scnn1a-Tg3_tdTnegative_cell_8	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S565n_V4
Scnn1a-Tg3_tdTnegative_cell_12	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S569n_V4
Scnn1a-Tg3_tdTnegative_cell_16	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S574n_V4
Scnn1a-Tg3_tdTnegative_cell_21	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	Y	Microglia	core	Micro Ctss		S579n_V4
Ctgf_tdTpositive_cell_24	Ctgf	Ctgf-2A-dgCre		RCL-tdT (Ai14)	L6b	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Cux2_tdTpositive_cell_123	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Cux2_tdTpositive_cell_124	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Cux2_tdTnegative_cell_16	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	L2/3	negative	N	Unclassified	unclassified	Unclassified	N/A	N/A
Gad2_tdTpositive_cell_78	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Gad2_tdTpositive_cell_79	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Gad2_tdTpositive_cell_80	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ndnf_tdTpositive_cell_20	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ndnf_tdTpositive_cell_21	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nkx2-1_tdTpositive_cell_23	Nkx2-1	Nkx2-1-CreERT2		RCL-tdT (Ai14)	lower	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nos1_tdTpositive_cell_73	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nr5a1_tdTpositive_cell_49	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nr5a1_tdTpositive_cell_50	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nr5a1_tdTpositive_cell_51	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Nr5a1_tdTpositive_cell_52	Nr5a1	Nr5a1-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpositive_cell_78	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpositive_cell_79	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTnegative_cell_56	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	negative	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTnegative_cell_57	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6	negative	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_88	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_89	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_90	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_91	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_92	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_93	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
PvalbF-Gad2_tdTpositive_cell_94	PvalbF-Gad2	Pvalb-2A-FlpO	Gad2-IRES-Cre	RCFL-tdT (Ai65)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_174	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_175	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_176	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_177	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_178	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_179	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_180	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_181	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_182	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_183	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_184	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_185	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_186	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_187	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_188	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_189	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_tdTpositive_cell_190	Rbp4	Rbp4-Cre_KL100		RCL-tdT (Ai14)	L5	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Rorb_tdTpositive_cell_55	Rorb	Rorb-IRES2-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg2_tdTpositive_cell_20	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg2_tdTpositive_cell_21	Scnn1a-Tg2	Scnn1a-Tg2-Cre		RCL-tdT (Ai14)	L1	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_100	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_101	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_102	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_103	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_104	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_105	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_106	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_107	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_108	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_109	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTpositive_cell_110	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	All	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Scnn1a-Tg3_tdTnegative_cell_24	Scnn1a-Tg3	Scnn1a-Tg3-Cre		RCL-tdT (Ai14)	L4	negative	N	Unclassified	unclassified	Unclassified	N/A	N/A
Vip_tdTpositive_cell_69	Vip	Vip-IRES-Cre		RCL-tdT (Ai14)	upper	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Vip_tdTpositive_cell_70	Vip	Vip-IRES-Cre		RCL-tdT (Ai14)	upper	positive	N	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_1	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_2	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_3	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_4	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_5	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_6	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_7	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_8	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_9	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_10cell_10	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_100cell_1	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_100cell_2	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Ntsr1_tdTpos_100cell_3	Ntsr1	Ntsr1-Cre_GN220		RCL-tdT (Ai14)	L6a	positive	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_1	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_2	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_3	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_4	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_5	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_10pg_6	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_250ng_1	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Rbp4_CTX_250ng_2	Rbp4	Rbp4-Cre_KL100	NA	RCL-tdT	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Trib2_CTX_250ng_1	Trib2	Trib2-2A-CreERT2	NA	Snap25-LSL-2A-GFP	Cortex	N/A	Y	Unclassified	unclassified	Unclassified	N/A	N/A
Calb2_tdTpositive_cell_41	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	A1626_VU
Cux2_tdTpositive_cell_86	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		C1259_V
Cux2_tdTpositive_cell_87	Cux2	Cux2-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		C1260_V
Gad2_tdTpositive_cell_3	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		D1218_V
Gad2_tdTpositive_cell_20	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		D1235_V
Gad2_tdTpositive_cell_53	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	D1336_V
Gad2_tdTpositive_cell_76	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		D1390_V
Htr3a_tdTpositive_cell_1	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	H1006_V
Htr3a_tdTpositive_cell_2	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	H1007_V
Htr3a_tdTpositive_cell_11	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1016_V
Htr3a_tdTpositive_cell_16	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	H1021_V
Htr3a_tdTpositive_cell_17	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	H1022_V
Htr3a_tdTpositive_cell_18	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1023_V
Htr3a_tdTpositive_cell_22	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1027_V
Htr3a_tdTpositive_cell_24	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1029_V
Htr3a_tdTpositive_cell_30	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1035_V
Htr3a_tdTpositive_cell_33	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1038_V
Htr3a_tdTpositive_cell_35	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1040_V
Htr3a_tdTpositive_cell_44	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1049_V
Htr3a_tdTpositive_cell_55	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Car4	Ndnf Cxcl14	H1105_VU
Htr3a_tdTpositive_cell_64	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		H1115_VU
Ndnf_tdTpositive_cell_14	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		Nd1681_V1
Ndnf_tdTpositive_cell_16	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		Nd1683_V1
Ndnf_tdTpositive_cell_18	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		Nd1685_V1
Ndnf_tdTpositive_cell_19	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		Nd1686_V1
Nos1_tdTpositive_cell_8	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U187_V
Nos1_tdTpositive_cell_19	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U728_V
Nos1_tdTpositive_cell_45	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U1474_V
Nos1_tdTpositive_cell_47	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U1476_V
Nos1_tdTpositive_cell_48	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U1477_V
Nos1_tdTpositive_cell_55	Nos1	Nos1-CreERT2		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Car4		U1485_V
Calb2_tdTpositive_cell_16	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Cxcl14	Vip Parm1	A279_V
Calb2_tdTpositive_cell_36	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Cxcl14	Vip Gpc3	A1621_VU
Calb2_tdTpositive_cell_44	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Cxcl14	Vip Gpc3	A1629_VU
Calb2_tdTpositive_cell_64	Calb2	Calb2-IRES-Cre		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		A1649_VL
Chrna2_tdTpositive_cell_10	Chrna2	Chrna2-Cre_OE25		RCL-tdT (Ai14)	L6	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		K1789_V6
Gad2_tdTpositive_cell_6	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1221_V
Gad2_tdTpositive_cell_32	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Cxcl14	Vip Parm1	D1308_V
Gad2_tdTpositive_cell_36	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1314_V
Gad2_tdTpositive_cell_54	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1338_V
Gad2_tdTpositive_cell_56	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1340_V
Gad2_tdTpositive_cell_59	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1343_V
Gad2_tdTpositive_cell_73	Gad2	Gad2-IRES-Cre		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		D1381_V
Htr3a_tdTpositive_cell_5	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1010_V
Htr3a_tdTpositive_cell_8	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1013_V
Htr3a_tdTpositive_cell_9	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1014_V
Htr3a_tdTpositive_cell_10	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1015_V
Htr3a_tdTpositive_cell_12	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1017_V
Htr3a_tdTpositive_cell_15	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1020_V
Htr3a_tdTpositive_cell_26	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	intermediate	Ndnf Cxcl14	Cd34	H1031_V
Htr3a_tdTpositive_cell_28	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1033_V
Htr3a_tdTpositive_cell_43	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1048_V
Htr3a_tdTpositive_cell_46	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	All	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1051_V
Htr3a_tdTpositive_cell_51	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1101_VU
Htr3a_tdTpositive_cell_53	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1103_VU
Htr3a_tdTpositive_cell_58	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1108_VU
Htr3a_tdTpositive_cell_59	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1109_VU
Htr3a_tdTpositive_cell_60	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1110_VU
Htr3a_tdTpositive_cell_61	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1111_VU
Htr3a_tdTpositive_cell_70	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	upper	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1121_VU
Htr3a_tdTpositive_cell_81	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1132_VL
Htr3a_tdTpositive_cell_87	Htr3a	Htr3a-Cre_NO152		RCL-tdT (Ai14)	lower	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		H1138_VL
Ndnf_tdTpositive_cell_13	Ndnf	Ndnf-IRES2-dgCre		RCL-tdT (Ai14)	L1	positive	Y	GABA-ergic Neuron	core	Ndnf Cxcl14		Nd1680_V1
