sampleName	originalIndex	GSE	samples	MajorType	Neurotransmitter	ShinyNames	CellTypes	PyramidalDeep	BroadTypes	Description	Age	Region	Platform	Reference	PMID	RegionToChildren	RegionToParent	Normalize	Normalize2	Notes
GSM337836	53	GSE13379	GSM337834,GSM337835,GSM337836	Neuron	Glutamatergic	CerebGranule	CerebGranule	CerebGranule	CerebGranule	Granule Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM281245	54	GSE11147	GSM281245,GSM281246,GSM281249	Neuron	Glutamatergic	DentateGranule	DentateGranule	DentateGranule	DentateGranule	dentate gyrus granule cells	49	Hippocampus	GPL1261	Perrone-Bizzozero NI et al. 2011	22004431	TRUE	TRUE	TRUE	TRUE	
GSM281246	54	GSE11147	GSM281245,GSM281246,GSM281249	Neuron	Glutamatergic	DentateGranule	DentateGranule	DentateGranule	DentateGranule	dentate gyrus granule cells	49	Hippocampus	GPL1261	Perrone-Bizzozero NI et al. 2011	22004431	TRUE	TRUE	TRUE	TRUE	
GSM281249	54	GSE11147	GSM281245,GSM281246,GSM281249	Neuron	Glutamatergic	DentateGranule	DentateGranule	DentateGranule	DentateGranule	dentate gyrus granule cells	49	Hippocampus	GPL1261	Perrone-Bizzozero NI et al. 2011	22004431	TRUE	TRUE	TRUE	TRUE	
GSM63048	55	GSE2882	GSM63048,GSM63049,GSM63050	Neuron	Glutamatergic	Glutamatergic	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	65	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63049	55	GSE2882	GSM63048,GSM63049,GSM63050	Neuron	Glutamatergic	Glutamatergic	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	65	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63050	55	GSE2882	GSM63048,GSM63049,GSM63050	Neuron	Glutamatergic	Glutamatergic	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	65	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM947326	56	GSE38668	GSM947326,GSM947327,GSM947328,GSM947329	Neuron	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	63	Thalamus	GPL1261	Dalal et al 2013	23431030	TRUE	TRUE	TRUE	TRUE	
GSM947327	56	GSE38668	GSM947326,GSM947327,GSM947328,GSM947329	Neuron	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	63	Thalamus	GPL1261	Dalal et al 2013	23431030	TRUE	TRUE	TRUE	TRUE	
GSM947328	56	GSE38668	GSM947326,GSM947327,GSM947328,GSM947329	Neuron	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	63	Thalamus	GPL1261	Dalal et al 2013	23431030	TRUE	TRUE	TRUE	TRUE	
GSM947329	56	GSE38668	GSM947326,GSM947327,GSM947328,GSM947329	Neuron	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	Hypocretinergic	hypocretinergic neurons	63	Thalamus	GPL1261	Dalal et al 2013	23431030	TRUE	TRUE	TRUE	TRUE	
A10_15_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_16_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_8_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_3_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_6_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_17_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_18_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_19_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_13_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_14_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_2_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_20_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A10_7_Chee_S1_M430A	57	NA	A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_14_Chee_S1_M430A,A10_2_Chee_S1_M430A,A10_20_Chee_S1_M430A,A10_7_Chee_S1_M430A,A10_8_Chee_S1_M430A,A10_3_Chee_S1_M430A,A10_6_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_13_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_15_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_8_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_17_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_14_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_16_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_18_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_19_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_20_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_6_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
A9_7_Chee_S1_M430A	58	NA	A9_13_Chee_S1_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_16_Chee_S1_M430A,A9_18_Chee_S1_M430A,A9_19_Chee_S1_M430A,A9_20_Chee_S1_M430A,A9_6_Chee_S1_M430A,A9_7_Chee_S1_M430A,A9_8_Chee_S1_M430A	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL339	Chung et al., 2005	15888489	FALSE	TRUE	TRUE	FALSE	
GSM437382	59	GSE17542	GSM437382,GSM437383,GSM437384	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM437383	59	GSE17542	GSM437382,GSM437383,GSM437384	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM437384	59	GSE17542	GSM437382,GSM437383,GSM437384	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A9 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM437391	60	GSE17542	GSM437391,GSM437392,GSM437393	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM437392	60	GSE17542	GSM437391,GSM437392,GSM437393	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM437393	60	GSE17542	GSM437391,GSM437392,GSM437393	Neuron	Monoamine	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	A10 Dopaminergic Neurons	Adult	SubstantiaNigra	GPL1261	Phani et al. 2015	20462502	FALSE	TRUE	TRUE	TRUE	
GSM1464137	61	GSE8720	GSM1464137,GSM1464138,GSM1464139	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing young	23	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM1464138	61	GSE8720	GSM1464137,GSM1464138,GSM1464139	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing young	23	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM1464139	61	GSE8720	GSM1464137,GSM1464138,GSM1464139	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing young	23	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM215871	62	GSE8720	GSM215871,GSM215872,GSM215873	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	40	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM215872	62	GSE8720	GSM215871,GSM215872,GSM215873	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	40	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM215873	62	GSE8720	GSM215871,GSM215872,GSM215873	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	40	LocusCoeruleus	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
v2_th118LC	63	NA	v2_th118LC,v2_th34LC,v2_th52LC	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	45	LocusCoeruleus	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
v2_th34LC	63	NA	v2_th118LC,v2_th34LC,v2_th52LC	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	45	LocusCoeruleus	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
v2_th52LC	63	NA	v2_th118LC,v2_th34LC,v2_th52LC	Neuron	Monoamine	Noradrenergic	Noradrenergic	Noradrenergic	Th_positive_LC	Tyrosine Hydroxylase Expressing	45	LocusCoeruleus	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
GSM880683	64	GSE36068	GSM880683,GSM880684,GSM880685	Neuron	Monoamine	Serotonergic	Serotonergic	Serotonergic	Serotonergic	Serotonergic Neurons	63	Brainstem,Midbrain	GPL1261	Dougherty et al 2013	23407934	FALSE	TRUE	TRUE	TRUE	
GSM880684	64	GSE36068	GSM880683,GSM880684,GSM880685	Neuron	Monoamine	Serotonergic	Serotonergic	Serotonergic	Serotonergic	Serotonergic Neurons	63	Brainstem,Midbrain	GPL1261	Dougherty et al 2013	23407934	FALSE	TRUE	TRUE	TRUE	
GSM880685	64	GSE36068	GSM880683,GSM880684,GSM880685	Neuron	Monoamine	Serotonergic	Serotonergic	Serotonergic	Serotonergic	Serotonergic Neurons	63	Brainstem,Midbrain	GPL1261	Dougherty et al 2013	23407934	FALSE	TRUE	TRUE	TRUE	
GSM63045	65	GSE2882	GSM63045,GSM63046,GSM63047	Neuron	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Neurons	63	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM63046	65	GSE2882	GSM63045,GSM63046,GSM63047	Neuron	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Neurons	63	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM63047	65	GSE2882	GSM63045,GSM63046,GSM63047	Neuron	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Thy1 Amyg	Pyramidal	Pyramidal Neurons	63	Amygdala	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM63042	66	GSE2882	GSM63042,GSM63043,GSM63044	Neuron	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Neurons	64	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM63043	66	GSE2882	GSM63042,GSM63043,GSM63044	Neuron	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Neurons	64	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM63044	66	GSE2882	GSM63042,GSM63043,GSM63044	Neuron	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Thy1 Hipp	Pyramidal	Pyramidal Neurons	64	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	kept since we don’t have other pyramidal cells from the region
GSM874480	67	GSE35758	GSM874480,GSM874481,GSM874482	Neuron	Pyramidal	Pyramidal Glt25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Glt25d2 positive pyramidal cells	60	Cortex	GPL1261	Schmidt et al 2012	22632977	TRUE	TRUE	TRUE	TRUE	possible contamination same as Shrestha et al. 2015 GSM1698220,GSM1698221
GSM874481	67	GSE35758	GSM874480,GSM874481,GSM874482	Neuron	Pyramidal	Pyramidal Glt25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Glt25d2 positive pyramidal cells	60	Cortex	GPL1261	Schmidt et al 2012	22632977	TRUE	TRUE	TRUE	TRUE	possible contamination same as Shrestha et al. 2015 GSM1698220,GSM1698221
GSM874482	67	GSE35758	GSM874480,GSM874481,GSM874482	Neuron	Pyramidal	Pyramidal Glt25d2	Pyramidal	Pyramidal_Glt_25d2	Pyramidal	Glt25d2 positive pyramidal cells	60	Cortex	GPL1261	Schmidt et al 2012	22632977	TRUE	TRUE	TRUE	TRUE	possible contamination same as Shrestha et al. 2015 GSM1698220,GSM1698221
GSM874416	68	GSE35751	GSM874416,GSM874418,GSM874420	Neuron	Pyramidal	Pyramidal S100a10	Pyramidal	Pyramidal_S100a10	Pyramidal	S100a10 positive pyramidal cells	60	Cortex	GPL1261	Schmidt et al 2012	22632977	TRUE	TRUE	TRUE	TRUE	possible contamination, same as Shrestha et al. 2015 GSM1698222,GSM1698223,GSM1698224
