Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
FBXL21	1	0	9.304E-01	F-box and leucine-rich repeat protein 21
C330016O10RIK	1	0	9.667E-01	
LOC381936	1	0	9.443E-01	
1110004F10RIK	1	0	9.781E-01	RIKEN cDNA 1110004F10 gene
NPEPPS	1	0	9.502E-01	Aminopeptidase puromycin sensitive
POLR3D	1	0	9.532E-01	Polymerase (RNA) III (DNA directed) polypeptide D
XPO4	1	0	9.360E-01	Transcribed locus, strongly similar to NP_065252.1 4 [Mus musculus]
V1RH12	1	0	9.101E-01	
API5	1	0	9.118E-01	Apoptosis inhibitor 5
EID3	1	0	9.532E-01	
NFATC4	1	0	9.730E-01	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4
VMN2R84	1	0	9.532E-01	Predicted gene, EG625068
CLIC5	1	0	9.394E-01	Chloride intracellular channel 5
PPBP	1	0	9.674E-01	Pro-platelet basic protein
LOC100045002	1	0	9.457E-01	
CYP2J11	1	0	9.650E-01	Cytochrome P450, family 2, subfamily j, polypeptide 11
PTPN2	1	0	9.240E-01	
TCERG1	1	0	9.838E-01	Transcription elongation regulator 1 (CA150)
TCF7	1	0	9.011E-01	
AKR1C19	1	0	9.777E-01	Aldo-keto reductase family 1, member C19
DPYS	1	0	9.263E-01	Dihydropyrimidinase
EG432838	1	0	9.093E-01	
D17H6S56E-3	1	0	9.515E-01	
OTOP3	1	0	9.481E-01	Otopetrin 3
EREG	1	0	8.974E-01	Epiregulin
KIF14	1	0	9.594E-01	Transcribed locus, weakly similar to XP_001109736.1 kinesin family member 14 [Macaca mulatta]
OLFR847	1	0	9.377E-01	Olfactory receptor 847
LETM2	1	0	9.022E-01	
GPHA2	1	0	9.485E-01	Glycoprotein hormone alpha 2
EG328231	1	0	9.583E-01	
LOC100044122	1	0	9.464E-01	
OLFR1269	1	0	9.202E-01	Olfactory receptor 1269
SLC25A22	1	0	9.457E-01	
2610028A01RIK	1	0	9.590E-01	
USP50	1	0	9.862E-01	
GALNT3	1	0	9.452E-01	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3
NRIP1	1	0	9.846E-01	Nuclear receptor interacting protein 1
ABPB	1	0	9.540E-01	
ITGA2	1	0	9.342E-01	Integrin alpha 2
IL21	1	0	9.189E-01	Interleukin 21
PRRX1	1	0	9.328E-01	Paired related homeobox 1
SCN4A	1	0	9.123E-01	Sodium channel, voltage-gated, type IV, alpha
IL7	1	0	9.139E-01	
CLDN6	1	0	9.859E-01	Claudin 6
UBE2C	1	0	8.870E-01	
SIP1	1	0	9.824E-01	
OLFR353	1	0	9.435E-01	Olfactory receptor 353
NGB	1	0	9.550E-01	Neuroglobin
CASZ1	1	0	9.243E-01	Castor homolog 1, zinc finger (Drosophila)
LOC434019	1	0	9.492E-01	
CLINT1	1	0	9.111E-01	Clathrin interactor 1
CSGALNACT2	1	0	9.370E-01	Chondroitin sulfate GalNAcT-2
OLFR12	1	0	8.835E-01	Olfactory receptor 12
Serpina3h	1	0	9.575E-01	
H2-M10.3	1	0	9.362E-01	Histocompatibility 2, M region locus 10.3
EMILIN3	1	0	9.697E-01	Elastin microfibril interfacer 3
GCC1	1	0	9.187E-01	Golgi coiled coil 1
LY6G6C	1	0	9.413E-01	
NR5A2	1	0	9.919E-01	Nuclear receptor subfamily 5, group A, member 2
EPS8L3	1	0	9.105E-01	ESP8-like 3
LOC235033	1	0	8.950E-01	
MGC107702	1	0	9.219E-01	
OLFR202	1	0	9.602E-01	Olfactory receptor 202
PAX6	1	0	9.083E-01	Transcribed locus, weakly similar to XP_001091106.1 similar to paired box gene 7 isoform 1 [Macaca
NTF5	1	0	9.614E-01	Neurotrophin 5
A230054D04RIK	1	0	8.958E-01	
RPUSD2	1	0	9.143E-01	RNA pseudouridylate synthase domain containing 2
SLC22A9	1	0	9.568E-01	solute carrier family 22 (organic anion transporter), member 9
OLFR1134	1	0	9.540E-01	Olfactory receptor 1134
OLFR1277	1	0	9.171E-01	Olfactory receptor 1277
OLFR1413	1	0	9.540E-01	Olfactory receptor 1413
PSMA1	1	0	9.100E-01	Proteasome (prosome, macropain) subunit, alpha type 1
ZFP369	1	0	9.104E-01	
SERPINB13	1	0	8.654E-01	Serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13
HADH	1	0	9.027E-01	
SPRYD4	1	0	9.649E-01	SPRY domain containing 4
2610209A20RIK	1	0	9.234E-01	
CRISP1	1	0	9.962E-01	Cysteine-rich secretory protein 1
CPNE3	1	0	9.264E-01	Copine III
CD209B	1	0	9.401E-01	CD209b antigen
2900092C05RIK	1	0	9.066E-01	RIKEN cDNA 2900092C05 gene
BAK1	1	0	9.435E-01	BCL2-antagonist/killer 1
1700108M19RIK	1	0	9.049E-01	
LOX	1	0	9.084E-01	Lysyl oxidase
TAF1B	1	0	9.137E-01	TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B
CNNM4	1	0	9.240E-01	Cyclin M4
MT4	1	0	9.297E-01	Metallothionein 4
LOC100047833	1	0	8.855E-01	
OLFR971	1	0	9.317E-01	Olfactory receptor 971
PBLD	1	0	9.787E-01	phenazine biosynthesis-like protein domain containing
OLFR323	1	0	9.171E-01	Olfactory receptor 323
RAB13	1	0	9.674E-01	RAB13, member RAS oncogene family
GIPC3	1	0	9.506E-01	GIPC PDZ domain containing family, member 3
HBA-X	1	0	9.072E-01	Hemoglobin X, alpha-like embryonic chain in Hba complex
1810057B09RIK	1	0	9.553E-01	
OLFR994	1	0	9.484E-01	Olfactory receptor 994
MMP13	1	0	9.488E-01	Matrix metallopeptidase 13
GM1574	1	0	9.480E-01	
PRSS27	1	0	9.411E-01	Protease, serine 27
ARL10	1	0	9.590E-01	
PRR19	1	0	9.674E-01	Predicted gene, EG623131
IFNA14	1	0	9.034E-01	Predicted gene, OTTMUSG00000007655
MTMR7	1	0	8.931E-01	Myotubularin related protein 7
KRT19	1	0	8.931E-01	
ZFP217	1	0	9.484E-01	Zinc finger protein 217
CCDC87	1	0	9.792E-01	Coiled-coil domain containing 87
4933425O20RIK	1	0	9.871E-01	
MUC5AC	1	0	9.034E-01	Mucin 5, subtypes A and C, tracheobronchial/gastric
SSH2	1	0	9.555E-01	
DEFB41	1	0	9.068E-01	Defensin beta 41
SPDYB	1	0	9.281E-01	Speedy homolog B (Drosophila)
OLFR1335	1	0	9.014E-01	Olfactory receptor 1335
1700045I19RIK	1	0	9.470E-01	
LOC100047082	1	0	9.216E-01	
LHFPL4	1	0	9.117E-01	Lipoma HMGIC fusion partner-like protein 4
LOC435023	1	0	8.979E-01	
PSTK	1	0	9.638E-01	Transcribed locus, weakly similar to XP_001104988.1 similar to CG12788-PA, isoform A isoform 2 [Mac
CD3D	1	0	9.583E-01	CD3 antigen, delta polypeptide
OLFR791	1	0	9.014E-01	Olfactory receptor 791
MBTPS2	1	0	9.804E-01	Membrane-bound transcription factor peptidase, site 2
OLFR1265	1	0	9.194E-01	Olfactory receptor 1265
OLFR294	1	0	9.070E-01	Olfactory receptor 294
EG436523	1	0	9.279E-01	
OTP	1	0	9.428E-01	Orthopedia homolog (Drosophila)
RIC8	1	0	9.104E-01	CDNA, clone:Y2G0109A10, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000026558, bas
OLFR623	1	0	9.079E-01	Olfactory receptor 623
HSD3B6	1	0	9.068E-01	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6
4833417A11RIK	1	0	9.068E-01	
NCR1	1	0	9.641E-01	Natural cytotoxicity triggering receptor 1
SCN10A	1	0	9.243E-01	Sodium channel, voltage-gated, type X, alpha
1110032E23RIK	1	0	9.767E-01	
GM806	1	0	9.361E-01	Gene model 806, (NCBI)
PPYR1	1	0	9.170E-01	
ECE2	1	0	9.640E-01	
OSGIN2	1	0	9.022E-01	Transcribed locus
LRRC44	1	0	9.034E-01	
RBP4	1	0	9.470E-01	
SIT1	1	0	9.726E-01	Suppression inducing transmembrane adaptor 1
OLFR1318	1	0	9.481E-01	Olfactory receptor 1318
UBE2L6	1	0	9.292E-01	Ubiquitin-conjugating enzyme E2L 6
OLFR3	1	0	9.346E-01	Olfactory receptor 3
OLFR738	1	0	8.942E-01	Olfactory receptor 738
TREM1	1	0	9.625E-01	Triggering receptor expressed on myeloid cells 1
ADAM24	1	0	9.104E-01	Transcribed locus
UQCC	1	0	9.218E-01	
OLFR513	1	0	9.114E-01	Olfactory receptor 513
C87499	1	0	9.048E-01	Expressed sequence C87499
RP23-438H3.2	1	0	9.481E-01	
OLFR1263	1	0	8.958E-01	Olfactory receptor 1263
ZDHHC23	1	0	9.162E-01	Zinc finger, DHHC domain containing 23
ZBTB37	1	0	9.494E-01	Zinc finger and BTB domain containing 37
EG665646	1	0	8.961E-01	
UGT2A3	1	0	9.074E-01	UDP glucuronosyltransferase 2 family, polypeptide A3
CAP2	1	0	9.225E-01	CAP, adenylate cyclase-associated protein, 2 (yeast)
OLFR1306	1	0	9.294E-01	Olfactory receptor 1306
CD55	1	0	9.618E-01	Transcribed locus
MS4A4D	1	0	8.998E-01	Transcribed locus
ZFY2	1	0	8.958E-01	
RRAGA	1	0	9.481E-01	Ras-related GTP binding A
ZSCAN20	1	0	9.616E-01	Zinc finger and SCAN domains 20
OLFR1106	1	0	9.435E-01	Olfactory receptor 1106
OTT	1	0	9.663E-01	Transcribed locus, strongly similar to NP_001075117.1 protein LOC434864 [Mus musculus]
KDELC2	1	0	9.382E-01	KDEL (Lys-Asp-Glu-Leu) containing 2
2310033K02RIK	1	0	9.428E-01	
SP100	1	0	9.162E-01	Nuclear antigen Sp100
PEX10	1	0	9.420E-01	Peroxisome biogenesis factor 10
EPHA8	1	0	9.518E-01	Eph receptor A8
PARD6B	1	0	9.273E-01	Par-6 (partitioning defective 6) homolog beta (C. elegans)
PTH2R	1	0	9.100E-01	Parathyroid hormone receptor 2
LAD1	1	0	9.171E-01	Ladinin
PRAP1	1	0	9.079E-01	
PHF23	1	0	9.446E-01	PHD finger protein 23
GFI1B	1	0	9.162E-01	Growth factor independent 1B
MTNR1A	1	0	9.171E-01	Melatonin receptor 1A
EGFL6	1	0	9.240E-01	EGF-like-domain, multiple 6
TLR8	1	0	9.164E-01	Toll-like receptor 8
C1R	1	0	9.049E-01	complement component 1, r subcomponent
ZFA	1	0	9.326E-01	
LOC100047187	1	0	8.997E-01	
FCNB	1	0	8.948E-01	Ficolin B
BC048502	1	0	8.758E-01	CDNA sequence BC048502
LOC545732	1	0	9.207E-01	
1700003F12RIK	1	0	9.496E-01	RIKEN cDNA 1700003F12 gene
HOXB7	1	0	9.226E-01	Homeo box B7
FERD3L	1	0	9.107E-01	Fer3-like (Drosophila)
TNFRSF8	1	0	9.576E-01	Tumor necrosis factor receptor superfamily, member 8
SERPINA3M	1	0	9.240E-01	Transcribed locus, weakly similar to XP_001098128.1 corticosteroid binding globulin isoform 2 [Maca
OAS1E	1	0	9.128E-01	2'-5' oligoadenylate synthetase 1E
PAX3	1	0	9.114E-01	Paired box gene 3
LCE3C	1	0	9.730E-01	Hypothetical LOC630994
HOXB9	1	0	9.780E-01	Homeo box B9
SERPINB12	1	0	8.931E-01	Serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12
DUB2A	1	0	8.790E-01	
3830417A13RIK	1	0	9.490E-01	RIKEN cDNA 3830417A13 gene
2210010C04RIK	1	0	9.234E-01	RIKEN cDNA 2210010C04 gene
CLDN13	1	0	9.114E-01	Claudin 13
1700008I05RIK	1	0	9.013E-01	RIKEN cDNA 1700008I05 gene
4932412H11RIK	1	0	9.306E-01	
OLFR945	1	0	8.819E-01	Olfactory receptor 945
V1RD11	1	0	9.637E-01	
1700029I01RIK	1	0	8.953E-01	
ABO	1	0	9.514E-01	
F2RL1	1	0	9.494E-01	Coagulation factor II (thrombin) receptor-like 1
PSPH	1	0	9.558E-01	
EG622976	1	0	9.002E-01	
OLFR1284	1	0	9.044E-01	Olfactory receptor 1284
GSC	1	0	9.083E-01	Goosecoid homeobox
D10ERTD322E	1	0	9.996E-01	
LIFR	1	0	9.540E-01	Leukemia inhibitory factor receptor
ABCG2	1	0	8.807E-01	ATP-binding cassette, sub-family G (WHITE), member 2
BC019943	1	0	9.025E-01	
RNASE11	1	0	9.127E-01	Ribonuclease, RNase A family, 11 (non-active)
PIT1	1	0	9.114E-01	
CAMSAP1L1	1	0	9.986E-01	
1700011F14RIK	1	0	9.166E-01	
LOC435337	1	0	9.101E-01	
PHXR5	1	0	9.385E-01	
GPR156	1	0	9.202E-01	G protein-coupled receptor 156
CRISP3	1	0	9.205E-01	Cysteine-rich secretory protein 3
GM1968	1	0	8.995E-01	
ST8SIA2	1	0	9.515E-01	Transcribed locus
OLFR575	1	0	8.857E-01	Olfactory receptor 575
HOXD8	1	0	9.436E-01	Homeo box D8
TMEM45B	1	0	8.931E-01	Transmembrane protein 45b
BRCA1	1	0	9.436E-01	Breast cancer 1
SLC19A3	1	0	8.788E-01	Solute carrier family 19 (sodium/hydrogen exchanger), member 3
CHCHD3	1	0	9.226E-01	Coiled-coil-helix-coiled-coil-helix domain containing 3
OLFR1052	1	0	9.558E-01	Olfactory receptor 1052
GPR113	1	0	9.250E-01	G protein-coupled receptor 113
OLFR239	1	0	8.962E-01	Olfactory receptor 239
2310002J15RIK	1	0	9.428E-01	
OLFR689	1	0	8.867E-01	Olfactory receptor 689
IFNB1	1	0	9.292E-01	Interferon beta 1, fibroblast
WDR66	1	0	9.540E-01	WD repeat domain 66
FTMT	1	0	9.337E-01	Ferritin mitochondrial
TMEM139	1	0	9.806E-01	
WDFY2	1	0	9.083E-01	
MARCH3	1	0	8.938E-01	
TAAR8B	1	0	8.824E-01	Trace amine-associated receptor 8B
CRHR2	1	0	9.099E-01	
PSMA3	1	0	8.934E-01	Proteasome (prosome, macropain) subunit, alpha type 3
4930449I24RIK	1	0	9.817E-01	RIKEN cDNA 4930449I24 gene
CFD	1	0	8.938E-01	
ROBO2	1	0	9.292E-01	Roundabout homolog 2 (Drosophila)
CYP2J13	1	0	8.746E-01	Cytochrome P450, family 2, subfamily j, polypeptide 13
PGR	1	0	9.410E-01	Progesterone receptor
ABTB2	1	0	8.764E-01	Ankyrin repeat and BTB (POZ) domain containing 2
GJA7	1	0	9.329E-01	
PTGFRN	1	0	9.033E-01	Prostaglandin F2 receptor negative regulator
OLFR191	1	0	9.150E-01	Olfactory receptor 191
PCDHB9	1	0	9.078E-01	Protocadherin beta 9
LIN9	1	0	9.215E-01	Lin-9 homolog (C. elegans)
TMEM18	1	0	9.002E-01	Transmembrane protein 18
ANKRD5	1	0	9.080E-01	
RTCD1	1	0	8.938E-01	
ZP1	1	0	9.100E-01	Zona pellucida glycoprotein 1
OLFR1135	1	0	9.128E-01	Olfactory receptor 1135
ATP6V1E2	1	0	8.810E-01	ATPase, H+ transporting, lysosomal V1 subunit E2
NOXA1	1	0	8.870E-01	
GPR111	1	0	8.974E-01	G protein-coupled receptor 111
ABPZ	1	0	8.928E-01	
OLFR1016	1	0	9.649E-01	Olfactory receptor 1016
V1RC14	1	0	8.974E-01	
UGT2B37	1	0	8.786E-01	UDP glucuronosyltransferase 2 family, polypeptide B37
OLFR1462	1	0	8.671E-01	Olfactory receptor 1462
APEX2	1	0	8.839E-01	11 days embryo head cDNA, RIKEN full-length enriched library, clone:6230413C19 product:unclassifiabl
SLC17A1	1	0	9.290E-01	Transcribed locus
OLFR1501	1	0	9.363E-01	Olfactory receptor 1501
HTR4	1	0	9.583E-01	5 hydroxytryptamine (serotonin) receptor 4
LMBRD2	1	0	9.271E-01	LMBR1 domain containing 2
OTTMUSG00000008911	1	0	9.213E-01	
ING3	1	0	9.816E-01	Inhibitor of growth family, member 3
EG212225	1	0	9.321E-01	
USHBP1	1	0	9.087E-01	
4930432H15RIK	1	0	9.124E-01	
SLC5A11	1	0	9.503E-01	Solute carrier family 5 (sodium/glucose cotransporter), member 11
GPKOW	1	0	9.687E-01	G patch domain and KOW motifs
OLFR491	1	0	8.757E-01	Olfactory receptor 491
CLCNKA	1	0	9.550E-01	Chloride channel Ka
CPZ	1	0	8.671E-01	Carboxypeptidase Z
ABPA	1	0	8.955E-01	
ENSMUSG00000073257	1	0	9.118E-01	
DNAIC1	1	0	9.890E-01	Dynein, axonemal, intermediate chain 1
FOXD4	1	0	8.930E-01	Forkhead box D4
BC014805	1	0	8.989E-01	
OLFR1182	1	0	9.770E-01	Olfactory receptor 1182
MSRB3	1	0	9.228E-01	Methionine sulfoxide reductase B3
OLFR259	1	0	9.890E-01	Olfactory receptor 259
TTLL6	1	0	8.672E-01	Tubulin tyrosine ligase-like family, member 6
KRT27	1	0	9.243E-01	Keratin 27
TMPRSS11A	1	0	9.271E-01	Transmembrane protease, serine 11a
OLFR342	1	0	9.105E-01	Olfactory receptor 342
ADAMTS8	1	0	9.022E-01	Transcribed locus
1110034A24RIK	1	0	9.156E-01	
VAC14	1	0	9.883E-01	
TLR12	1	0	9.413E-01	Toll-like receptor 12
EIF5A2	1	0	8.819E-01	Eukaryotic translation initiation factor 5A2
KLK1B22	1	0	8.830E-01	
TSSK4	1	0	9.661E-01	
LOC100041004	1	0	8.671E-01	
GBX2	1	0	9.048E-01	
PROK1	1	0	9.052E-01	Prokineticin 1
CCDC54	1	0	9.022E-01	Coiled-coil domain containing 54
BC066135	1	0	8.800E-01	
ASCL3	1	0	8.567E-01	Achaete-scute complex homolog-like 3 (Drosophila)
LRRCC1	1	0	9.535E-01	Leucine rich repeat and coiled-coil domain containing 1
TMPRSS8	1	0	9.100E-01	
ZFP7	1	0	9.470E-01	
KRT79	1	0	9.308E-01	
EG328264	1	0	8.953E-01	
HHIPL1	1	0	9.237E-01	RIKEN cDNA 1600002O04 gene
FEM1A	1	0	9.171E-01	Feminization 1 homolog a (C. elegans)
SLC1A5	1	0	9.422E-01	
PRKCM	1	0	9.100E-01	
TRAM2	1	0	9.068E-01	Translocating chain-associating membrane protein 2
HOXB8	1	0	9.097E-01	Transcribed locus, strongly similar to XP_001089044.1 similar to homeobox B9 isoform 2 [Macaca mula
SPAG11	1	0	9.919E-01	
GAD2	1	0	9.446E-01	Glutamic acid decarboxylase 2
CYP2C68	1	0	9.369E-01	Cytochrome P450, family 2, subfamily c, polypeptide 68
FGG	1	0	8.875E-01	
PPP2CZ	1	0	9.623E-01	
ALS2CL	1	0	8.931E-01	ALS2 C-terminal like
RWDD2B	1	0	9.066E-01	RWD domain containing 2B
TTC30A2	1	0	9.016E-01	Tetratricopeptide repeat domain 30A2
THG1L	1	0	9.587E-01	TRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
RHOX8	1	0	8.671E-01	Reproductive homeobox 8
GABRR2	1	0	9.014E-01	Gamma-aminobutyric acid (GABA-C) receptor, subunit rho 2
4930401F20RIK	1	0	8.958E-01	
DNAJC11	1	0	8.942E-01	Transcribed locus
ALX4	1	0	8.962E-01	Aristaless 4
TRPV3	1	0	8.536E-01	Transient receptor potential cation channel, subfamily V, member 3
OLFR157	1	0	9.452E-01	Olfactory receptor 157
UBL4B	1	0	8.646E-01	Ubiquitin-like 4B
QSOX1	1	0	9.428E-01	Quiescin Q6 sulfhydryl oxidase 1
OSTB	1	0	9.011E-01	
1700073E17Rik	1	0	8.739E-01	
LOC100044582	1	0	9.454E-01	
OLFR160	1	0	8.605E-01	Olfactory receptor 160
CXCL2	1	0	9.163E-01	
FXYD7	1	0	9.413E-01	
V1RE3	1	0	9.228E-01	
INHBE	1	0	9.413E-01	Inhibin beta E
PDCD11	1	0	9.696E-01	Programmed cell death protein 11
1810011O10RIK	1	0	9.289E-01	RIKEN cDNA 1810011O10 gene
PCDHA7	1	0	9.097E-01	
GPAM	1	0	9.271E-01	Glycerol-3-phosphate acyltransferase, mitochondrial
AI504432	1	0	9.163E-01	
D630042F21RIK	1	0	8.931E-01	
CYP11B2	1	0	9.243E-01	Cytochrome P450, family 11, subfamily b, polypeptide 2
DNAJC9	1	0	8.870E-01	DnaJ (Hsp40) homolog, subfamily C, member 9
STK24	1	0	9.991E-01	Serine/threonine kinase 24 (STE20 homolog, yeast)
MRGPRB5	1	0	9.066E-01	MAS-related GPR, member B5
LOC100048280	1	0	8.811E-01	
BC030307	1	0	8.912E-01	CDNA sequence BC030307
EG632778	1	0	9.127E-01	
STEAP4	1	0	9.023E-01	STEAP family member 4
IRX4	1	0	8.625E-01	Iroquois related homeobox 4 (Drosophila)
GIMAP9	1	0	9.413E-01	GTPase, IMAP family member 9
OLFR1415	1	0	8.931E-01	Olfactory receptor 1415
NANOGPD	1	0	9.240E-01	Nanog homeobox
PROP1	1	0	9.205E-01	Paired like homeodomain factor 1
OLFR124	1	0	9.377E-01	Olfactory receptor 124
AQP7	1	0	9.290E-01	Aquaporin 7
1110033O09RIK	1	0	9.104E-01	
ITLNB	1	0	8.934E-01	
4930578I06RIK	1	0	8.769E-01	
SLC16A12	1	0	8.978E-01	Transcribed locus
PARK2	1	0	9.490E-01	
LOC100045607	1	0	8.920E-01	
HPD	1	0	8.274E-01	
HIST2H4	1	0	9.228E-01	Histone cluster 2, H4
ARL4D	1	0	9.123E-01	ADP-ribosylation factor-like 4D
OLFR161	1	0	9.532E-01	Olfactory receptor 161
OLFR656	1	0	8.643E-01	Olfactory receptor 656
DOCK9	1	0	9.428E-01	Transcribed locus
CXCL11	1	0	9.750E-01	
LOC627199	1	0	8.671E-01	
L3MBTL	1	0	9.452E-01	
GDF5	1	0	9.049E-01	Growth differentiation factor 5
BC003331	1	0	9.027E-01	CDNA sequence BC003331
OLFR891	1	0	8.936E-01	Olfactory receptor 891
ATP4B	1	0	8.817E-01	ATPase, H+/K+ exchanging, beta polypeptide
GM711	1	0	8.938E-01	Gene model 711, (NCBI)
JRK	1	0	8.931E-01	Jerky
HELT	1	0	9.385E-01	Hey-like transcription factor (zebrafish)
2810002O09RIK	1	0	9.732E-01	
UPP2	1	0	9.388E-01	Uridine phosphorylase 2
OLFR305	1	0	9.108E-01	Olfactory receptor 305
OLFR1196	1	0	8.672E-01	Olfactory receptor 1196
OLFR1490	1	0	8.931E-01	Olfactory receptor 1490
CYP2B23	1	0	8.738E-01	Cytochrome P450, family 2, subfamily b, polypeptide 23
OVCH2	1	0	8.670E-01	Ovochymase 2
PRSS16	1	0	8.958E-01	Protease, serine, 16 (thymus)
D330022A01RIK	1	0	9.022E-01	
PHF19	1	0	9.023E-01	PHD finger protein 19
CLCNKB	1	0	9.667E-01	Chloride channel Kb
KRT33A	1	0	8.863E-01	Transcribed locus
WDR40C	1	0	8.690E-01	
LYG1	1	0	9.155E-01	Lysozyme G-like 1
Ear11	1	0	9.163E-01	
LOC56628	1	0	9.215E-01	
OLFR809	1	0	8.671E-01	Olfactory receptor 809
CAV2	1	0	9.681E-01	Caveolin 2
B3GNT2	1	0	8.974E-01	Transcribed locus
1700129I15RIK	1	0	8.652E-01	
BC061039	1	0	8.777E-01	
LTBP2	1	0	8.997E-01	Latent transforming growth factor beta binding protein 2
TMEM46	1	0	8.603E-01	
VTCN1	1	0	8.670E-01	V-set domain containing T cell activation inhibitor 1
LYZ1	1	0	8.674E-01	Lysozyme
ITPKB	1	0	9.105E-01	Inositol 1,4,5-trisphosphate 3-kinase B
EMID1	1	0	9.363E-01	
ART5	1	0	9.129E-01	ADP-ribosyltransferase 5
HOMEZ	1	0	9.463E-01	Homeodomain leucine zipper-encoding gene
SPATA4	1	0	8.973E-01	Spermatogenesis associated 4
HNRPF	1	0	9.701E-01	
BHLHB8	1	0	9.351E-01	
LOC100047200	1	0	9.250E-01	
LOC100048841	1	0	9.205E-01	
ACOT9	1	0	9.151E-01	Acyl-CoA thioesterase 9
TAF7	1	0	8.501E-01	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor
CCR7	1	0	8.777E-01	Chemokine (C-C motif) receptor 7
GZME	1	0	9.623E-01	Granzyme E
ASB5	1	0	8.938E-01	Ankyrin repeat and SOCs box-containing protein 5
2610529C04RIK	1	0	8.734E-01	
AY761185	1	0	9.066E-01	
HAO3	1	0	9.260E-01	
CD4	1	0	8.880E-01	CD4 antigen
ZFP85-RS1	1	0	9.780E-01	
OLFR619	1	0	9.453E-01	Olfactory receptor 619
OLFR506	1	0	8.881E-01	Olfactory receptor 506
NOS2	1	0	8.953E-01	Nitric oxide synthase 2, inducible, macrophage
PCDHGB2	1	0	9.530E-01	
NMT2	1	0	8.671E-01	
D630005B22RIK	1	0	8.995E-01	
AKAP4	1	0	9.649E-01	A kinase (PRKA) anchor protein 4
ACOX2	1	0	9.514E-01	Acyl-Coenzyme A oxidase 2, branched chain
SFTPC	1	0	8.830E-01	
HYAL5	1	0	9.240E-01	Hyaluronoglucosaminidase 5
TBX4	1	0	9.770E-01	T-box 4
ING5	1	0	8.670E-01	Transcribed locus
V1RG7	1	0	8.762E-01	
MOXD2	1	0	8.756E-01	Monooxygenase, DBH-like 2
CREB3L4	1	0	8.671E-01	CAMP responsive element binding protein 3-like 4
SLC16A1	1	0	8.671E-01	
VASP	1	0	9.225E-01	Vasodilator-stimulated phosphoprotein
SSXB3	1	0	9.019E-01	Synovial sarcoma, X member B, breakpoint 3
4930548H24RIK	1	0	9.014E-01	Transcribed locus
CCDC13	1	0	8.802E-01	Coiled-coil domain containing 13
STRA8	1	0	8.276E-01	Stimulated by retinoic acid gene 8
GCSH	1	0	9.000E-01	Glycine cleavage system protein H (aminomethyl carrier)
POU4F3	1	0	8.765E-01	
H2-M11	1	0	9.104E-01	Histocompatibility 2, M region locus 11
CAR6	1	0	8.681E-01	
LOC554292	1	0	8.671E-01	
DNAJC14	1	0	9.034E-01	DnaJ (Hsp40) homolog, subfamily C, member 14
V1RE4	1	0	8.988E-01	
SOBP	1	0	9.075E-01	Sine oculis-binding protein homolog (Drosophila)
GPR155	1	0	8.974E-01	Transcribed locus
CYTL1	1	0	9.509E-01	Cytokine like 1
CDC73	1	0	9.650E-01	Transcribed locus
B430211C08RIK	1	0	8.729E-01	
KLK5	1	0	9.491E-01	Kallikrein related-peptidase 5
DMRT2	1	0	9.195E-01	Doublesex and mab-3 related transcription factor 2
V1RF1	1	0	8.920E-01	
SLC12A4	1	0	9.428E-01	Solute carrier family 12, member 4
GM732	1	0	8.963E-01	Gene model 732, (NCBI)
DNA2	1	0	8.835E-01	DNA2 DNA replication helicase 2-like (yeast)
MTTP	1	0	9.289E-01	Microsomal triglyceride transfer protein
SLC39A1	1	0	9.727E-01	Solute carrier family 39 (zinc transporter), member 1
FOXB2	1	0	8.938E-01	Forkhead box B2
LTBP1	1	0	9.240E-01	Latent transforming growth factor beta binding protein 1
1810049H19RIK	1	0	8.811E-01	
DIAP2	1	0	8.942E-01	Mus musculus, clone IMAGE:4219318, mRNA
OLFR1247	1	0	8.672E-01	Olfactory receptor 1247
TAS2R120	1	0	8.713E-01	Taste receptor, type 2, member 120
NUDT12	1	0	9.023E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 12
DLC1	1	0	9.171E-01	
LOC100039479	1	0	8.974E-01	
EG654432	1	0	8.870E-01	
C8G	1	0	9.840E-01	Complement component 8, gamma subunit
NR2C2AP	1	0	9.840E-01	
BC030396	1	0	8.835E-01	
ZFP11	1	0	9.428E-01	Zinc finger protein 11
TPTE	1	0	9.729E-01	Transmembrane phosphatase with tensin homology
CDH2	1	0	8.501E-01	Cadherin 2
PARP16	1	0	9.681E-01	Poly (ADP-ribose) polymerase family, member 16
D830046C22Rik	1	0	9.123E-01	
BC048403	1	0	8.864E-01	CDNA sequence BC048403
EPB4.1L4A	1	0	9.452E-01	Erythrocyte protein band 4.1-like 4a
