Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
RHBG	1	0	9.263E-01	Rhesus blood group-associated B glycoprotein
ATP4B	1	0	9.217E-01	ATPase, H+/K+ exchanging, beta polypeptide
ORM3	1	0	9.449E-01	Orosomucoid 3
GPR119	1	0	9.042E-01	G-protein coupled receptor 119
KIF2B	1	0	9.390E-01	Kinesin family member 2B
PPARA	1	0	9.324E-01	Peroxisome proliferator activated receptor alpha
LOC225594	1	0	9.128E-01	
2310051M13RIK	1	0	9.011E-01	
PITX1	1	0	9.457E-01	Paired-like homeodomain transcription factor 1
V1RD6	1	0	9.262E-01	
DHRS2	1	0	9.201E-01	Dehydrogenase/reductase member 2
TRAM2	1	0	9.380E-01	Translocating chain-associating membrane protein 2
LNP	1	0	9.588E-01	Limb and neural patterns
OLFR930	1	0	9.208E-01	Olfactory receptor 930
OLFR128	1	0	9.471E-01	Olfactory receptor 128
MFSD9	1	0	9.636E-01	Major facilitator superfamily domain containing 9
CLRN3	1	0	9.734E-01	Clarin 3
ANUBL1	1	0	9.673E-01	
MCTP2	1	0	9.032E-01	Multiple C2 domains, transmembrane 2
TRPM8	1	0	9.034E-01	Transient receptor potential cation channel, subfamily M, member 8
ATP6V1B1	1	0	9.686E-01	ATPase, H+ transporting, lysosomal V1 subunit B1
EG215472	1	0	9.380E-01	
TPBPB	1	0	9.435E-01	
LAP3	1	0	9.394E-01	Leucine aminopeptidase 3
FFAR1	1	0	9.417E-01	Free fatty acid receptor 1
PIP	1	0	9.250E-01	
CNNM4	1	0	9.389E-01	Cyclin M4
LOC100044582	1	0	9.662E-01	
1700008I05RIK	1	0	9.278E-01	RIKEN cDNA 1700008I05 gene
OLFR857	1	0	9.298E-01	Olfactory receptor 58
OLFR667	1	0	9.405E-01	Olfactory receptor 667
ATP10A	1	0	9.785E-01	ATPase, class V, type 10A
OLFR648	1	0	9.441E-01	Olfactory receptor 648
COPA	1	0	9.994E-01	Coatomer protein complex subunit alpha
CASR	1	0	9.460E-01	Calcium-sensing receptor
OTTMUSG00000010673	1	0	9.725E-01	
DEFB8	1	0	9.550E-01	Defensin beta 8
SNAPC5	1	0	9.790E-01	
LOC100046355	1	0	9.159E-01	
BC107230	1	0	9.471E-01	
TAS2R120	1	0	9.254E-01	Taste receptor, type 2, member 120
CYP11B1	1	0	9.139E-01	Cytochrome P450, family 11, subfamily b, polypeptide 1
OLFR420	1	0	9.691E-01	Olfactory receptor 420
MRPL32	1	0	9.333E-01	
CRH	1	0	9.279E-01	Corticotropin releasing hormone
OLFR987	1	0	9.350E-01	Transcribed locus, weakly similar to XP_001117086.1 similar to Olfactory receptor 10T2 (Olfactory r
OLFR338	1	0	8.910E-01	Olfactory receptor 338
MYBPHL	1	0	9.790E-01	Myosin binding protein H-like
ENTPD3	1	0	9.389E-01	Ectonucleoside triphosphate diphosphohydrolase 3
EG436332	1	0	9.621E-01	
C130053K05RIK	1	0	9.563E-01	
ZFP768	1	0	9.955E-01	Zinc finger protein 768
4733401H21RIK	1	0	9.308E-01	
FOXI2	1	0	9.380E-01	Forkhead box I2
PLEKHH2	1	0	9.070E-01	Pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
TMEM45A	1	0	9.266E-01	Transmembrane protein 45a
CHSY1	1	0	9.410E-01	Carbohydrate (chondroitin) synthase 1
CIDEC	1	0	9.601E-01	Cell death-inducing DFFA-like effector c
ISOC1	1	0	9.594E-01	Isochorismatase domain containing 1
GSTA1	1	0	9.634E-01	
LOC100039571	1	0	9.994E-01	
OLFR180	1	0	9.458E-01	Olfactory receptor 180
3110062M04RIK	1	0	9.385E-01	RIKEN cDNA 3110062M04 gene
AZGP1	1	0	9.673E-01	Alpha-2-glycoprotein 1, zinc
TNNT3	1	0	9.409E-01	
TIMM13	1	0	9.643E-01	
SLC13A2	1	0	9.273E-01	Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
VPS13C	1	0	9.606E-01	Vacuolar protein sorting 13C (yeast)
DEFB7	1	0	9.490E-01	Defensin beta 7
TAS2R123	1	0	9.230E-01	Taste receptor, type 2, member 123
4930550C14RIK	1	0	9.499E-01	
ARL5C	1	0	9.386E-01	
LHCGR	1	0	9.435E-01	
OLFR70	1	0	9.781E-01	Olfactory receptor 70
SUCNR1	1	0	9.303E-01	Succinate receptor 1
TSHR	1	0	9.405E-01	Thyroid stimulating hormone receptor
RARG	1	0	9.701E-01	Retinoic acid receptor, gamma
KLRA2	1	0	9.435E-01	Killer cell lectin-like receptor, subfamily A, member 2
SF3B1	1	0	9.711E-01	Splicing factor 3b, subunit 1
OLFR1504	1	0	9.672E-01	Olfactory receptor 1504
TCTEX1D1	1	0	9.541E-01	Tctex1 domain containing 1
CLCN6	1	0	9.731E-01	Chloride channel 6
BTNL9	1	0	9.498E-01	Butyrophilin-like 9
PRL4A1	1	0	9.227E-01	Prolactin family 4, subfamily a, member 1
T	1	0	9.749E-01	Brachyury
OLFR782	1	0	9.541E-01	Olfactory receptor 782
KLK4	1	0	9.642E-01	Kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)
SERPINA1F	1	0	9.454E-01	
GNG12	1	0	9.245E-01	
AI326477	1	0	9.221E-01	
ATP6V1E2	1	0	9.243E-01	ATPase, H+ transporting, lysosomal V1 subunit E2
IBSP	1	0	9.481E-01	Integrin binding sialoprotein
SPACA4	1	0	9.672E-01	Sperm acrosome associated 4
HTR4	1	0	9.749E-01	5 hydroxytryptamine (serotonin) receptor 4
OLFR1328	1	0	9.459E-01	Olfactory receptor 1328
KRTDAP	1	0	9.245E-01	
ALDH7A1	1	0	9.565E-01	Aldehyde dehydrogenase family 7, member A1
OLFR191	1	0	9.496E-01	Olfactory receptor 191
KCNG1	1	0	9.606E-01	Expressed sequence AW536275
1700067K01RIK	1	0	9.533E-01	RIKEN cDNA 1700067K01 gene
POF1B	1	0	9.381E-01	Premature ovarian failure 1B
OLFR1166	1	0	9.509E-01	Olfactory receptor 1166
MBD2	1	0	9.441E-01	Transcribed locus
V1RD21	1	0	9.298E-01	
UMOD	1	0	9.394E-01	Uromodulin
PKP3	1	0	9.702E-01	Plakophilin 3
CHD6	1	0	9.146E-01	Chromodomain helicase DNA binding protein 6
GAS2L2	1	0	9.380E-01	Growth arrest-specific 2 like 2
PIK3AP1	1	0	9.839E-01	Phosphoinositide-3-kinase adaptor protein 1
PQBP1	1	0	9.837E-01	Polyglutamine binding protein 1
TTF1	1	0	9.478E-01	Transcribed locus, moderately similar to XP_575102.2 similar to transcription termination factor 1
HIST1H4F	1	0	9.890E-01	Histone cluster 1, H4f
SPINT4	1	0	9.307E-01	Serine protease inhibitor, Kunitz type 4
ASB6	1	0	9.938E-01	Ankyrin repeat and SOCS box-containing protein 6
SCEL	1	0	9.731E-01	Sciellin
9930032O22RIK	1	0	9.812E-01	
4930502E18RIK	1	0	9.305E-01	RIKEN cDNA 4930502E18 gene
EID3	1	0	9.645E-01	
EG625424	1	0	9.528E-01	
A730018C14Rik	1	0	9.578E-01	
LOC545238	1	0	9.621E-01	
SYT7	1	0	9.496E-01	
CALB1	1	0	9.606E-01	Calbindin-28K
OLFR1184	1	0	9.250E-01	Olfactory receptor 1184
CSTA	1	0	9.460E-01	cystatin A (stefin A)
SMAD9	1	0	9.065E-01	
H2-M2	1	0	9.381E-01	Histocompatibility 2, M region locus 2
LOC327956	1	0	9.389E-01	
E130009J12RIK	1	0	9.691E-01	
LOC100043444	1	0	9.471E-01	
KLK11	1	0	9.477E-01	Kallikrein related-peptidase 11
4930402E16RIK	1	0	9.501E-01	
FOXD1	1	0	9.638E-01	Forkhead box D1
1700001C19RIK	1	0	9.642E-01	RIKEN cDNA 1700001C19 gene
KYNU	1	0	9.639E-01	
SERPINA7	1	0	9.389E-01	Serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7
AVPR1B	1	0	9.721E-01	Arginine vasopressin receptor 1B
LOC100045188	1	0	9.796E-01	
SNCAIP	1	0	9.303E-01	Synuclein, alpha interacting protein (synphilin)
PRSS23	1	0	9.427E-01	Protease, serine, 23
STK22A	1	0	9.245E-01	
DNAJB7	1	0	9.578E-01	DnaJ (Hsp40) homolog, subfamily B, member 7
4930471M23RIK	1	0	9.713E-01	
UBXD4	1	0	9.230E-01	
OLFR1015	1	0	9.608E-01	Olfactory receptor 1015
SLC35A1	1	0	9.799E-01	Solute carrier family 35 (CMP-sialic acid transporter), member 1
HOMEZ	1	0	9.749E-01	Homeodomain leucine zipper-encoding gene
TIMM17B	1	0	9.844E-01	Translocase of inner mitochondrial membrane 17b
DBH	1	0	9.385E-01	Dopamine beta hydroxylase
MGC67181	1	0	9.734E-01	
APOL7B	1	0	9.389E-01	Apolipoprotein L 7b
NR3C1	1	0	9.813E-01	Nuclear receptor subfamily 3, group C, member 1
SH2D1B1	1	0	9.489E-01	SH2 domain protein 1B1
NR1H4	1	0	9.417E-01	Nuclear receptor subfamily 1, group H, member 4
4921515J06RIK	1	0	9.263E-01	
SOHLH1	1	0	9.518E-01	Spermatogenesis and oogenesis specific basic helix-loop-helix 1
FLT3	1	0	9.230E-01	FMS-like tyrosine kinase 3
INOC1	1	0	9.891E-01	
4932430I15RIK	1	0	9.606E-01	
MTMR6	1	0	9.500E-01	Myotubularin related protein 6
HNMT	1	0	9.533E-01	Histamine N-methyltransferase
DEFB29	1	0	9.488E-01	
C130034I18RIK	1	0	9.563E-01	
ZP1	1	0	9.528E-01	Zona pellucida glycoprotein 1
OLFR430	1	0	9.345E-01	Olfactory receptor 430
RBPJ	1	0	9.856E-01	Recombination signal binding protein for immunoglobulin kappa J region
EG432723	1	0	9.380E-01	
UPK3A	1	0	9.488E-01	Uroplakin 3A
INSL3	1	0	9.731E-01	
SLC12A1	1	0	9.417E-01	Solute carrier family 12, member 1
SLC26A1	1	0	9.638E-01	Solute carrier family 26 (sulfate transporter), member 1
4932411E22RIK	1	0	9.721E-01	RIKEN cDNA 4932411E22 gene
DYX1C1	1	0	9.781E-01	Dyslexia susceptibility 1 candidate 1 homolog (human)
SCML4	1	0	9.606E-01	Transcribed locus
BC048599	1	0	9.466E-01	
TNMD	1	0	9.671E-01	Tenomodulin
GEM	1	0	9.445E-01	GTP binding protein (gene overexpressed in skeletal muscle)
OLFR1251	1	0	9.688E-01	Olfactory receptor 1251
F630003A18RIK	1	0	9.360E-01	
ANKFN1	1	0	9.543E-01	Ankyrin-repeat and fibronectin type III domain containing 1
DUOXA1	1	0	9.380E-01	
PGLYRP3	1	0	9.657E-01	Peptidoglycan recognition protein 3
9530003J23RIK	1	0	9.655E-01	RIKEN cDNA 9530003J23 gene
PFN4	1	0	9.744E-01	
RTP4	1	0	9.488E-01	Transcribed locus
EHF	1	0	9.642E-01	Ets homologous factor
1700001E04RIK	1	0	9.725E-01	
VSIG4	1	0	9.796E-01	V-set and immunoglobulin domain containing 4
ADAMTS15	1	0	9.801E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15
4832428D23RIK	1	0	9.478E-01	
SAA2	1	0	9.596E-01	
MLPH	1	0	9.706E-01	Melanophilin
OLFR1381	1	0	9.570E-01	Olfactory receptor 1381
HIST2H4	1	0	9.687E-01	Histone cluster 2, H4
BYSL	1	0	9.729E-01	Bystin-like
OLFR774	1	0	9.244E-01	Olfactory receptor 774
TGIF2LX	1	0	9.588E-01	TGFB-induced factor homeobox 2-like, X-linked
HIST4H4	1	0	9.638E-01	Histone cluster 4, H4
TREML2	1	0	9.805E-01	Triggering receptor expressed on myeloid cells-like 2
MUP1	1	0	9.341E-01	Similar to major urinary protein 1
RFX5	1	0	9.733E-01	Regulatory factor X, 5 (influences HLA class II expression)
A630098G03RIK	1	0	9.355E-01	
ABCA6	1	0	9.693E-01	ATP-binding cassette, sub-family A (ABC1), member 6
DSPP	1	0	9.606E-01	Dentin sialophosphoprotein
LOC100044089	1	0	9.571E-01	
SOX6	1	0	9.662E-01	SRY-box containing gene 6
MEPE	1	0	9.588E-01	Matrix extracellular phosphoglycoprotein with ASARM motif (bone)
TMPRSS13	1	0	9.601E-01	Transmembrane protease, serine 13
OLFR456	1	0	9.707E-01	Olfactory receptor 456
RHOX1	1	0	9.458E-01	Reproductive homeobox 1
CPA6	1	0	9.708E-01	
MTDH	1	0	9.995E-01	Transcribed locus, moderately similar to XP_001092477.1 LYRIC/3D3 isoform 1 [Macaca mulatta]
TRMT11	1	0	9.714E-01	TRNA methyltransferase 11 homolog (S. cerevisiae)
RSRC1	1	0	9.995E-01	Arginine/serine-rich coiled-coil 1
ALDH1A3	1	0	9.478E-01	Aldehyde dehydrogenase family 1, subfamily A3
OLFR513	1	0	9.571E-01	Olfactory receptor 513
3830417A13RIK	1	0	9.763E-01	RIKEN cDNA 3830417A13 gene
OLFR914	1	0	9.562E-01	Olfactory receptor 914
KLRA20	1	0	9.662E-01	
PPIH	1	0	9.458E-01	Peptidyl prolyl isomerase H
OLFR1110	1	0	9.588E-01	Olfactory receptor 1110
LOC100047776	1	0	9.619E-01	
ESCO2	1	0	9.588E-01	
STK31	1	0	9.490E-01	Serine threonine kinase 31
3830402I07RIK	1	0	9.698E-01	
TRPV3	1	0	9.307E-01	Transient receptor potential cation channel, subfamily V, member 3
GM1604	1	0	9.687E-01	
OLFR444	1	0	9.831E-01	Olfactory receptor 444
ISX	1	0	9.606E-01	Intestine specific homeobox
ENTPD8	1	0	9.619E-01	Ectonucleoside triphosphate diphosphohydrolase 8
PCX	1	0	9.830E-01	Pyruvate carboxylase
XCR1	1	0	9.468E-01	Chemokine (C motif) receptor 1
FUT1	1	0	9.606E-01	Fucosyltransferase 1
DEFB42	1	0	9.478E-01	Defensin beta 42
STAT6	1	0	9.927E-01	Signal transducer and activator of transcription 6
ITLNB	1	0	9.578E-01	
RSBN1	1	0	9.391E-01	Rosbin, round spermatid basic protein 1
OLIG3	1	0	9.698E-01	Oligodendrocyte transcription factor 3
ORF28	1	0	9.856E-01	
TNFRSF14	1	0	9.606E-01	
SYT15	1	0	9.715E-01	Synaptotagmin XV
ZFP780B	1	0	9.738E-01	Zinc finger protein 780B
LOC192758	1	0	9.856E-01	
SRMS	1	0	9.523E-01	Src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
DEFB19	1	0	9.833E-01	Defensin beta 19
HAS1	1	0	9.605E-01	
OLFR541	1	0	9.459E-01	Olfactory receptor 541
OLFR889	1	0	9.644E-01	Olfactory receptor 889
OLFR809	1	0	9.490E-01	Olfactory receptor 809
SFTPB	1	0	9.547E-01	Surfactant associated protein B
REG3D	1	0	9.458E-01	Regenerating islet-derived 3 delta
OLFR1461	1	0	9.742E-01	Olfactory receptor 1461
9230009I02Rik	1	0	9.686E-01	
PRLPN	1	0	9.588E-01	
2810048G17RIK	1	0	9.786E-01	
APOC2	1	0	9.785E-01	
OLAH	1	0	9.707E-01	Oleoyl-ACP hydrolase
4933433P14RIK	1	0	9.844E-01	
LCE3F	1	0	9.563E-01	Late cornified envelope 3F
KLRA22	1	0	9.765E-01	Killer cell lectin-like receptor, subfamily A, member 1
NR1I2	1	0	9.569E-01	
F430201B04RIK	1	0	9.817E-01	
HIBCH	1	0	9.797E-01	
BC051628	1	0	9.642E-01	
OLFR1248	1	0	9.633E-01	Olfactory receptor 1248
LFNG	1	0	9.450E-01	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
OLFR1465	1	0	9.777E-01	Olfactory receptor 1465
ZFP819	1	0	9.633E-01	Zinc finger protein 819
ACAT1	1	0	9.708E-01	Acetyl-Coenzyme A acetyltransferase 1
OLFR94	1	0	9.562E-01	Olfactory receptor 94
EG240916	1	0	9.731E-01	
IRF7	1	0	9.815E-01	
ZBTB3	1	0	9.714E-01	Transcribed locus, weakly similar to XP_001103976.1 similar to zinc finger protein 238 isoform 1 [M
BC003267	1	0	9.463E-01	
PAQR3	1	0	9.641E-01	
OLFR207	1	0	9.571E-01	Olfactory receptor 209
LOC666979	1	0	9.638E-01	
RANBP6	1	0	9.781E-01	RAN binding protein 6
SLC29A2	1	0	9.901E-01	Solute carrier family 29 (nucleoside transporters), member 2
OLFR912	1	0	9.488E-01	Olfactory receptor 912
PERLD1	1	0	9.856E-01	
OLFR487	1	0	9.765E-01	Olfactory receptor 487
USP37	1	0	9.742E-01	
AMY2-2	1	0	9.634E-01	
OLFR1065	1	0	9.713E-01	Olfactory receptor 1065
MORC1	1	0	9.648E-01	Microrchidia 1
NEK7	1	0	9.541E-01	NIMA (never in mitosis gene a)-related expressed kinase 7
ARNT	1	0	9.924E-01	Aryl hydrocarbon receptor nuclear translocator
FGF23	1	0	9.569E-01	Fibroblast growth factor 23
SPERT	1	0	9.686E-01	Spermatid associated
OLFR1368	1	0	9.763E-01	Olfactory receptor 1368
TTC21A	1	0	9.707E-01	Tetratricopeptide repeat domain 21A
OLFR146	1	0	9.694E-01	Olfactory receptor 146
TRIM40	1	0	9.711E-01	Tripartite motif-containing 40
AMOT	1	0	9.786E-01	Angiomotin
OLFR1218	1	0	9.611E-01	Olfactory receptor 1218
6430502M16RIK	1	0	9.606E-01	
OLFR543	1	0	9.821E-01	Olfactory receptor 543
1500041J02RIK	1	0	9.740E-01	
CYP3A25	1	0	9.786E-01	Cytochrome P450, family 3, subfamily a, polypeptide 59
OTTMUSG00000015859	1	0	9.490E-01	
OLFR186	1	0	9.820E-01	Olfactory receptor 186
HOXC11	1	0	9.723E-01	Homeo box C11
4932432K03RIK	1	0	9.566E-01	
OLFR122	1	0	9.949E-01	Olfactory receptor 122
PTPN13	1	0	9.708E-01	Protein tyrosine phosphatase, non-receptor type 13
PAX3	1	0	9.698E-01	Paired box gene 3
OLFR973	1	0	9.668E-01	
CLEC4D	1	0	9.643E-01	C-type lectin domain family 4, member d
EG545391	1	0	9.639E-01	
UTRN	1	0	9.801E-01	Utrophin
UPK1A	1	0	9.880E-01	Uroplakin 1A
GM884	1	0	9.646E-01	Gene model 884, (NCBI)
PRDX6-RS1	1	0	9.958E-01	
9230105E10RIK	1	0	9.638E-01	
MAN1C1	1	0	9.971E-01	Mannosidase, alpha, class 1C, member 1
6030458C11RIK	1	0	9.973E-01	RIKEN cDNA 6030458C11 gene
NLRP9C	1	0	9.711E-01	NLR family, pyrin domain containing 9C
CHST11	1	0	9.766E-01	Carbohydrate sulfotransferase 11
V1RJ2	1	0	9.715E-01	
1300017J02RIK	1	0	9.836E-01	
6330545A04RIK	1	0	9.749E-01	
4921536K21RIK	1	0	9.698E-01	RIKEN cDNA 4921536K21 gene
GNAL	1	0	9.830E-01	Guanine nucleotide binding protein, alpha stimulating, olfactory type
UGT1A2	1	0	9.596E-01	UDP glucuronosyltransferase 1 family, polypeptide A7C
FCRL5	1	0	9.683E-01	
TCL1B4	1	0	9.731E-01	
VWA1	1	0	9.796E-01	Von Willebrand factor A domain containing 1
HNF4A	1	0	9.748E-01	Hepatic nuclear factor 4, alpha
CAPN8	1	0	9.731E-01	
CHRNB4	1	0	9.884E-01	Transcribed locus
TBC1D8B	1	0	9.796E-01	TBC1 domain family, member 8B
STAT5B	1	0	9.738E-01	Signal transducer and activator of transcription 5B
TCP11L1	1	0	9.786E-01	T-complex 11 like 1
VPREB1	1	0	9.786E-01	
OLFR216	1	0	9.726E-01	
V1RC12	1	0	9.637E-01	
MTNR1A	1	0	9.742E-01	Melatonin receptor 1A
IL1RL1	1	0	9.588E-01	Interleukin 1 receptor-like 1
ASB5	1	0	9.731E-01	Ankyrin repeat and SOCs box-containing protein 5
AF067061	1	0	9.576E-01	
OTP	1	0	9.801E-01	Orthopedia homolog (Drosophila)
DEFB6	1	0	9.588E-01	Defensin beta 6
HRH1	1	0	9.765E-01	Histamine receptor H 1
METTL10	1	0	9.797E-01	
OTTMUSG00000016790	1	0	9.934E-01	
RPGRIP1	1	0	9.901E-01	Retinitis pigmentosa GTPase regulator interacting protein 1
OLFR689	1	0	9.670E-01	Olfactory receptor 689
ZFP418	1	0	9.830E-01	
GPBAR1	1	0	9.763E-01	G protein-coupled bile acid receptor 1
MORC4	1	0	9.790E-01	Microrchidia 4
OLFR1164	1	0	9.744E-01	Olfactory receptor 1164
SPATA16	1	0	9.927E-01	Spermatogenesis associated 16
OLFR1383	1	0	9.714E-01	Olfactory receptor 1372, pseudogene 1
CRABP2	1	0	9.797E-01	Cellular retinoic acid binding protein II
4930504O13RIK	1	0	9.749E-01	RIKEN cDNA 4930504O13 gene
IL20	1	0	9.767E-01	Interleukin 20
NKIRAS1	1	0	9.831E-01	NFKB inhibitor interacting Ras-like protein 1
DPEP2	1	0	9.927E-01	Dipeptidase 2
9130019P16Rik	1	0	9.714E-01	
DFNB59	1	0	9.754E-01	Deafness, autosomal recessive 59 (human)
SYCP3	1	0	9.713E-01	
OLFR992	1	0	9.644E-01	Olfactory receptor 992
OLFR761	1	0	9.673E-01	Olfactory receptor 761
GRTP1	1	0	9.816E-01	GH regulated TBC protein 1
GNB1L	1	0	9.781E-01	Guanine nucleotide binding protein (G protein), beta polypeptide 1-like
PWP1	1	0	9.863E-01	PWP1 homolog (S. cerevisiae)
RAI2	1	0	9.873E-01	Retinoic acid induced 2
A4GNT	1	0	9.867E-01	Alpha-1,4-N-acetylglucosaminyltransferase
IL22RA2	1	0	9.807E-01	Interleukin 22 receptor, alpha 2
LTB4R1	1	0	9.805E-01	Leukotriene B4 receptor 1
CALML3	1	0	9.785E-01	Calmodulin-like 3
AW111922	1	0	9.781E-01	
PSAPL1	1	0	9.786E-01	Prosaposin-like 1
OLFR92	1	0	9.714E-01	Olfactory receptor 92
TAS2R125	1	0	9.744E-01	Taste receptor, type 2, member 125
1600015I10RIK	1	0	9.736E-01	RIKEN cDNA 1600015I10 gene
LOC631784	1	0	9.805E-01	
SLC9A4	1	0	9.788E-01	Solute carrier family 9 (sodium/hydrogen exchanger), member 4
OFD1	1	0	9.714E-01	Oral-facial-digital syndrome 1 gene homolog (human)
TMEM18	1	0	9.759E-01	Transmembrane protein 18
ZFP11	1	0	9.887E-01	Zinc finger protein 11
OLFR204	1	0	9.781E-01	Olfactory receptor 204
OLFR195	1	0	9.785E-01	Olfactory receptor 195
TMEM165	1	0	9.763E-01	Transcribed locus
CYP2A5	1	0	9.971E-01	Cytochrome P450, family 2, subfamily a, polypeptide 5
CHST9	1	0	9.787E-01	
MBNL3	1	0	9.783E-01	Muscleblind-like 3 (Drosophila)
1810029B16RIK	1	0	9.833E-01	
FBXO45	1	0	9.786E-01	F-box protein 45
PEO1	1	0	9.971E-01	Progressive external ophthalmoplegia 1 (human)
A830006N08RIK	1	0	9.830E-01	
V1RD16	1	0	9.891E-01	
OLFR530	1	0	9.887E-01	Olfactory receptor 530
CCDC54	1	0	9.790E-01	Coiled-coil domain containing 54
SENP5	1	0	9.971E-01	SUMO/sentrin specific peptidase 5
OLFR920	1	0	9.797E-01	Olfactory receptor 920
SLC16A12	1	0	9.796E-01	Transcribed locus
TAAR7D	1	0	9.766E-01	Trace amine-associated receptor 7D
LBXCOR1	1	0	9.960E-01	
TCTEX1D4	1	0	9.767E-01	RIKEN cDNA 4833401D15 gene
ABL1	1	0	9.831E-01	V-abl Abelson murine leukemia oncogene 1
OLFR1341	1	0	9.786E-01	Olfactory receptor 1341
PRPH2	1	0	9.757E-01	
UBE2C	1	0	9.705E-01	
FASL	1	0	9.831E-01	Fas ligand (TNF superfamily, member 6)
CXCL13	1	0	9.779E-01	Chemokine (C-X-C motif) ligand 13
TGDS	1	0	9.839E-01	
OLFR173	1	0	9.786E-01	Olfactory receptor 173
TACR1	1	0	9.856E-01	Tachykinin receptor 1
NKTR	1	0	9.827E-01	Natural killer tumor recognition sequence
CARD11	1	0	9.787E-01	Caspase recruitment domain family, member 11
1110028A07RIK	1	0	9.909E-01	
COL9A1	1	0	9.911E-01	Collagen, type IX, alpha 1
DEFB23	1	0	9.780E-01	Defensin beta 23
HPD	1	0	9.659E-01	
TGM1	1	0	9.856E-01	Transglutaminase 1, K polypeptide
COLEC10	1	0	9.788E-01	Collectin sub-family member 10
1810037K07RIK	1	0	9.813E-01	
1700067C01RIK	1	0	9.786E-01	
TCFAP4	1	0	9.848E-01	
CASP3	1	0	9.858E-01	Caspase 3
H2-Q10	1	0	9.819E-01	Transcribed locus
DOCK1	1	0	9.965E-01	Dedicator of cyto-kinesis 1
PILRA	1	0	9.910E-01	Paired immunoglobin-like type 2 receptor alpha
RUFY4	1	0	9.834E-01	RUN and FYVE domain containing 4
OLFR376	1	0	9.788E-01	Olfactory receptor 376
EXDL1	1	0	9.807E-01	
LOC100046729	1	0	9.786E-01	
CEP72	1	0	9.845E-01	Transcribed locus
PSG19	1	0	9.866E-01	Pregnancy specific glycoprotein 19
LRRC52	1	0	9.891E-01	
TIMD4	1	0	9.863E-01	T-cell immunoglobulin and mucin domain containing 4
TNN	1	0	9.815E-01	Tenascin N
MAEL	1	0	9.812E-01	Maelstrom homolog (Drosophila)
FRMPD1	1	0	9.956E-01	FERM and PDZ domain containing 1
OLFR480	1	0	9.815E-01	Olfactory receptor 480
L1CAM	1	0	9.863E-01	L1 cell adhesion molecule
EG216082	1	0	9.788E-01	
ARID1A	1	0	9.863E-01	AT rich interactive domain 1A (Swi1 like)
ICOS	1	0	9.904E-01	Inducible T-cell co-stimulator
SPRR1B	1	0	9.830E-01	Small proline-rich protein 1B
PROZ	1	0	9.934E-01	Protein Z, vitamin K-dependent plasma glycoprotein
OLFR153	1	0	9.831E-01	Olfactory receptor 153
LOC100047163	1	0	9.928E-01	
LOC100040601	1	0	9.901E-01	
OLFR1427	1	0	9.831E-01	Olfactory receptor 1427
KPNA4	1	0	9.856E-01	Karyopherin (importin) alpha 4
V1RE7	1	0	9.916E-01	
PRLHR	1	0	9.871E-01	Prolactin releasing hormone receptor
CARF	1	0	9.885E-01	
OLFR993	1	0	9.805E-01	Olfactory receptor 993
OLFR1366	1	0	9.868E-01	
LYRM4	1	0	9.887E-01	LYR motif containing 4
MUG2	1	0	9.887E-01	Murinoglobulin 2
CCDC96	1	0	9.971E-01	Coiled-coil domain containing 96
PLCE1	1	0	9.903E-01	Phospholipase C, epsilon 1
SMYD1	1	0	9.887E-01	SET and MYND domain containing 1
TRDN	1	0	9.911E-01	
KAZALD1	1	0	9.924E-01	Kazal-type serine peptidase inhibitor domain 1
CD28	1	0	9.876E-01	CD28 antigen
LRRC19	1	0	9.903E-01	Transcribed locus
RCN3	1	0	9.924E-01	Reticulocalbin 3, EF-hand calcium binding domain
TNFSF4	1	0	9.796E-01	Tumor necrosis factor (ligand) superfamily, member 4
OLFR825	1	0	9.863E-01	Olfactory receptor 825
SPINK2	1	0	9.856E-01	Serine peptidase inhibitor, Kazal type 2
MYO7B	1	0	9.886E-01	Myosin VIIb
GM711	1	0	9.869E-01	Gene model 711, (NCBI)
SCNN1A	1	0	9.971E-01	Sodium channel, nonvoltage-gated, type I, alpha
E030049G20RIK	1	0	9.971E-01	
NCR1	1	0	9.955E-01	Natural cytotoxicity triggering receptor 1
TLR11	1	0	9.856E-01	Toll-like receptor 11
STK38	1	0	9.898E-01	Serine/threonine kinase 38
EG546896	1	0	9.871E-01	
4932411N23RIK	1	0	9.875E-01	RIKEN cDNA 4932411N23 gene
KLK1B9	1	0	9.971E-01	Kallikrein 1-related peptidase b9
SLC39A1	1	0	9.971E-01	Solute carrier family 39 (zinc transporter), member 1
MEX3C	1	0	9.955E-01	Mex3 homolog C (C. elegans)
OLFR1353	1	0	9.973E-01	Olfactory receptor 1353
WWTR1	1	0	9.926E-01	WW domain containing transcription regulator 1
PRHOXNB	1	0	9.845E-01	
OLFR1404	1	0	9.856E-01	Olfactory receptor 1404
