Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
OLFR1234	1	0	9.728E-01	Olfactory receptor 1234
V1RD6	1	0	9.664E-01	
ZUFSP	1	0	9.678E-01	
OLFR1033	1	0	9.705E-01	Olfactory receptor 1033
OLFR1014	1	0	9.715E-01	Olfactory receptor 1014
KLRB1C	1	0	9.737E-01	Killer cell lectin-like receptor subfamily B member 1C
PTK9	1	0	9.803E-01	
D930020E02RIK	1	0	9.706E-01	
TDH	1	0	9.690E-01	L-threonine dehydrogenase
HAVCR1	1	0	9.763E-01	Hepatitis A virus cellular receptor 1
OBP1A	1	0	9.737E-01	Odorant binding protein Ia
PTRF	1	0	9.663E-01	Polymerase I and transcript release factor
HOXA11	1	0	9.807E-01	Homeo box A11
OLFR992	1	0	9.597E-01	Olfactory receptor 992
VSIG4	1	0	9.856E-01	V-set and immunoglobulin domain containing 4
LRRC15	1	0	9.706E-01	Leucine rich repeat containing 15
APOM	1	0	9.656E-01	
4921528G01RIK	1	0	9.838E-01	
OLFR1281	1	0	9.699E-01	Olfactory receptor 1281
GIF	1	0	9.641E-01	Gastric intrinsic factor
MID2	1	0	9.699E-01	Midline 2
OLFR772	1	0	9.686E-01	Olfactory receptor 772
XPO4	1	0	9.737E-01	Transcribed locus, strongly similar to NP_065252.1 4 [Mus musculus]
PCDHB11	1	0	9.656E-01	Protocadherin beta 11
NKAIN2	1	0	9.828E-01	
MAEL	1	0	9.698E-01	Maelstrom homolog (Drosophila)
LAMA2	1	0	9.856E-01	Laminin, alpha 2
BC050777	1	0	9.737E-01	
TCL1B3	1	0	9.840E-01	T-cell leukemia/lymphoma 1B, 3
OTTMUSG00000003802	1	0	9.816E-01	
CHEK1	1	0	9.887E-01	Checkpoint kinase 1 homolog (S. pombe)
ADAMTS13	1	0	9.783E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13
OVCH2	1	0	9.635E-01	Ovochymase 2
RLBP1L2	1	0	9.746E-01	
LRRC44	1	0	9.695E-01	
DPCR1	1	0	9.780E-01	Diffuse panbronchiolitis critical region 1 (human)
UBL4B	1	0	9.610E-01	Ubiquitin-like 4B
BRIP1	1	0	9.885E-01	BRCA1 interacting protein C-terminal helicase 1
KCNH6	1	0	9.854E-01	
ICAM4	1	0	9.803E-01	
RTL1	1	0	9.737E-01	Retrotransposon-like 1
PCDH18	1	0	9.698E-01	Protocadherin 18
LOC667370	1	0	9.854E-01	
TRPV1	1	0	9.718E-01	Transient receptor potential cation channel, subfamily V, member 1
CSF2	1	0	9.865E-01	Colony stimulating factor 2 (granulocyte-macrophage)
OLFR345	1	0	9.902E-01	Olfactory receptor 345
V1RJ3	1	0	9.763E-01	
OLFR622	1	0	9.688E-01	Olfactory receptor 622
LOC100044182	1	0	9.656E-01	
1110018M03RIK	1	0	9.773E-01	
HES7	1	0	9.806E-01	Hairy and enhancer of split 7 (Drosophila)
LYRM4	1	0	9.776E-01	LYR motif containing 4
PRDM16	1	0	9.806E-01	PR domain containing 16
OLFR1133	1	0	9.780E-01	Olfactory receptor 1133
CRISP3	1	0	9.770E-01	Cysteine-rich secretory protein 3
V1RE10	1	0	9.675E-01	
RNF151	1	0	9.686E-01	Ring finger protein 151
MGC107098	1	0	9.885E-01	
ZFP367	1	0	9.951E-01	Zinc finger protein 367
P2RX3	1	0	9.808E-01	Transcribed locus
MEFV	1	0	9.688E-01	
EIF1AY	1	0	9.768E-01	eukaryotic translation initiation factor 1A, Y-linked
OLFR890	1	0	9.698E-01	Olfactory receptor 890
ACAN	1	0	9.706E-01	Aggrecan
SFRS15	1	0	9.796E-01	
SHCBP1	1	0	9.835E-01	
OLFR165	1	0	9.695E-01	Olfactory receptor 165
GLIPR1L2	1	0	9.664E-01	GLI pathogenesis-related 1 like 2
RNF24	1	0	9.874E-01	Ring finger protein 24
LOC100040402	1	0	9.737E-01	
OLFR457	1	0	9.737E-01	Olfactory receptor 457
PRSS8	1	0	9.871E-01	Protease, serine, 8 (prostasin)
CENPP	1	0	9.807E-01	
OLFR799	1	0	9.626E-01	Olfactory receptor 799
PROK1	1	0	9.763E-01	Prokineticin 1
0610007P08RIK	1	0	9.764E-01	
9930021J03RIK	1	0	9.747E-01	RIKEN cDNA 9930021J03 gene
EG625424	1	0	9.792E-01	
ZBTB26	1	0	9.779E-01	Zinc finger and BTB domain containing 26
DRD3	1	0	9.838E-01	Dopamine receptor 3
OSR1	1	0	9.763E-01	Odd-skipped related 1 (Drosophila)
AA407526	1	0	9.858E-01	
F630043A04RIK	1	0	9.737E-01	
OLFR46	1	0	9.699E-01	Olfactory receptor 46
WDR85	1	0	9.735E-01	
OLFR605	1	0	9.737E-01	Olfactory receptor 605
DMRT1	1	0	9.855E-01	Doublesex and mab-3 related transcription factor 1
PLIN	1	0	9.733E-01	
OLFR1356	1	0	9.819E-01	Olfactory receptor 1356
STAR	1	0	9.881E-01	Steroidogenic acute regulatory protein
LAX1	1	0	9.859E-01	Lymphocyte transmembrane adaptor 1
ACYP1	1	0	9.852E-01	Transcribed locus
CSNK2A1	1	0	9.942E-01	Similar to Casein kinase 2, alpha 1 polypeptide
OTTMUSG00000001246	1	0	9.902E-01	
GRWD1	1	0	9.974E-01	Glutamate-rich WD repeat containing 1
CNGA1	1	0	9.958E-01	Cyclic nucleotide gated channel alpha 1
RDH19	1	0	9.772E-01	Retinol dehydrogenase similar
OLFR1383	1	0	9.766E-01	Olfactory receptor 1372, pseudogene 1
OLIG2	1	0	9.737E-01	Oligodendrocyte transcription factor 2
1700013B16RIK	1	0	9.804E-01	
4921524J17RIK	1	0	9.780E-01	RIKEN cDNA 4921524J17 gene
GPR56	1	0	9.918E-01	G protein-coupled receptor 56
DNAJB7	1	0	9.836E-01	DnaJ (Hsp40) homolog, subfamily B, member 7
RASD1	1	0	9.809E-01	RAS, dexamethasone-induced 1
GPA33	1	0	9.770E-01	Glycoprotein A33 (transmembrane)
ACRV1	1	0	9.774E-01	Acrosomal vesicle protein 1
SERPINA6	1	0	9.759E-01	Serine (or cysteine) peptidase inhibitor, clade A, member 6
1700127D06RIK	1	0	9.803E-01	
LOC100044452	1	0	9.799E-01	
OLFR702	1	0	9.835E-01	Olfactory receptor 702
MCM7	1	0	9.808E-01	Minichromosome maintenance deficient 7 (S. cerevisiae)
WDR40C	1	0	9.763E-01	
OLFR530	1	0	9.890E-01	Olfactory receptor 530
OTTMUSG00000015743	1	0	9.856E-01	
1200011I18RIK	1	0	9.854E-01	
EGR3	1	0	9.818E-01	
OLFR1265	1	0	9.831E-01	Olfactory receptor 1265
TAS2R120	1	0	9.801E-01	Taste receptor, type 2, member 120
ZPBP2	1	0	9.743E-01	Zona pellucida binding protein 2
NLRP9B	1	0	9.878E-01	NLR family, pyrin domain containing 9B
LOC100044133	1	0	9.900E-01	
C1QTNF7	1	0	9.737E-01	C1q and tumor necrosis factor related protein 7
SLC6A5	1	0	9.742E-01	Solute carrier family 6 (neurotransmitter transporter, glycine), member 5
ADAMTS7	1	0	9.856E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7
ZFP366	1	0	9.829E-01	Zinc finger protein 366
HRASLS3	1	0	9.806E-01	
OLFR328	1	0	9.818E-01	Olfactory receptor 328
TXNDC3	1	0	9.811E-01	
OLFR1419	1	0	9.805E-01	Olfactory receptor 1419
IL5	1	0	9.856E-01	Interleukin 5
SOX3	1	0	9.860E-01	SRY-box containing gene 3
9030617O03RIK	1	0	9.856E-01	Transcribed locus
V1RE9	1	0	9.836E-01	
BC048679	1	0	9.858E-01	
SSXB5	1	0	9.867E-01	Synovial sarcoma, X member B, breakpoint 10
ALX3	1	0	9.849E-01	Aristaless 3
4930502E18RIK	1	0	9.802E-01	RIKEN cDNA 4930502E18 gene
KLK13	1	0	9.854E-01	Kallikrein related-peptidase 13
V1RH13	1	0	9.808E-01	
CLNK	1	0	9.858E-01	Cytokine-dependent hematopoietic cell linker
AMAC1	1	0	9.836E-01	
KCTD14	1	0	9.942E-01	
PRRG4	1	0	9.737E-01	Proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
TAS2R144	1	0	9.836E-01	Taste receptor, type 2, member 144
OLFR1366	1	0	9.856E-01	
PRPH	1	0	9.854E-01	Peripherin
WDR21	1	0	9.999187E-01	
RFC3	1	0	9.918E-01	Transcribed locus
EHHADH	1	0	9.955E-01	Enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase
OLFR294	1	0	9.837E-01	Olfactory receptor 294
OLFR1344	1	0	9.865E-01	Olfactory receptor 1344
ZKSCAN2	1	0	9.883E-01	Zinc finger with KRAB and SCAN domains 2
CRISP4	1	0	9.905E-01	Cysteine-rich secretory protein 4
2210407C18RIK	1	0	9.807E-01	RIKEN cDNA 2210407C18 gene
2410066E13RIK	1	0	9.962E-01	
OLFR1316	1	0	9.874E-01	Olfactory receptor 1316
TSPAN5	1	0	9.867E-01	Tetraspanin 5
MRPL15	1	0	9.925E-01	
GDF5	1	0	9.874E-01	Growth differentiation factor 5
OLFR1367	1	0	9.842E-01	Olfactory receptor 1367
ROR2	1	0	9.931E-01	Receptor tyrosine kinase-like orphan receptor 2
GZMF	1	0	9.856E-01	Granzyme F
EWSH	1	0	9.852E-01	
FSHB	1	0	9.856E-01	Follicle stimulating hormone beta
2210010B09RIK	1	0	9.964E-01	
CCDC116	1	0	9.883E-01	Coiled-coil domain containing 116
LOC554327	1	0	9.856E-01	
GM52	1	0	9.819E-01	
IQCF4	1	0	9.836E-01	IQ motif containing F4
V1RH20	1	0	9.864E-01	
EG434280	1	0	9.997E-01	
EG433365	1	0	9.847E-01	
GPRIN3	1	0	9.883E-01	GPRIN family member 3
SLC16A1	1	0	9.854E-01	
1700001P01RIK	1	0	9.966E-01	
BARD1	1	0	9.951E-01	BRCA1 associated RING domain 1
GPBAR1	1	0	9.886E-01	G protein-coupled bile acid receptor 1
SPRR2H	1	0	9.881E-01	Small proline-rich protein 2H
STAM	1	0	9.964E-01	Signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
ZCCHC10	1	0	9.935E-01	Transcribed locus
PRP2	1	0	9.937E-01	Proline rich protein HaeIII subfamily 1
NID1	1	0	9.925E-01	Nidogen 1
PCK2	1	0	9.901E-01	Phosphoenolpyruvate carboxykinase 2 (mitochondrial)
D230004J03RIK	1	0	9.883E-01	
PMF1	1	0	9.922E-01	
SFRP4	1	0	9.938E-01	Secreted frizzled-related protein 4
KLK10	1	0	9.881E-01	Kallikrein related-peptidase 10
DHX40	1	0	9.982E-01	DEAH (Asp-Glu-Ala-His) box polypeptide 40
MYH8	1	0	9.978E-01	Myosin, heavy polypeptide 8, skeletal muscle, perinatal
GLTPD2	1	0	9.925E-01	RIKEN cDNA C730027E14 gene
SVS1	1	0	9.935E-01	Seminal vesicle secretory protein 1
ASB18	1	0	9.885E-01	Ankyrin repeat and SOCS box-containing 18
MORN3	1	0	9.975E-01	
ADRA1A	1	0	9.925E-01	
4930594M22RIK	1	0	9.905E-01	
TFPI	1	0	9.962E-01	Transcribed locus
ZFP647	1	0	9.916E-01	
LOC100044599	1	0	9.926E-01	
4930547C10Rik	1	0	9.952E-01	
OLFR1016	1	0	9.964E-01	Olfactory receptor 1016
LILRB4	1	0	9.925E-01	
KLRK1	1	0	9.886E-01	Killer cell lectin-like receptor subfamily K, member 1
PNLIPRP2	1	0	9.914E-01	Pancreatic lipase-related protein 2
D5ERTD135E	1	0	9.914E-01	
GZMB	1	0	9.935E-01	Granzyme B
NOX3	1	0	9.881E-01	NADPH oxidase 3
DSC2	1	0	9.914E-01	Desmocollin 2
IL20	1	0	9.926E-01	Interleukin 20
Speer6-ps1	1	0	9.931E-01	
OLFR1350	1	0	9.892E-01	Olfactory receptor 1350
OLFR393	1	0	9.931E-01	Olfactory receptor 393
EG622139	1	0	9.925E-01	
PNLIP	1	0	9.930E-01	Pancreatic lipase
GAL	1	0	9.977E-01	Galanin
SP140	1	0	9.956E-01	Sp140 nuclear body protein
KISS1	1	0	9.946E-01	
TXNDC17	1	0	9.935E-01	Thioredoxin domain containing 17
SPT1	1	0	9.925E-01	
NIBAN	1	0	9.956E-01	
Gm1943	1	0	9.978E-01	
1810049H19RIK	1	0	9.935E-01	
4921504E06RIK	1	0	9.942E-01	RIKEN cDNA 4921504E06 gene
GRIK2	1	0	9.960E-01	Glutamate receptor, ionotropic, kainate 2 (beta 2)
CKS1B	1	0	9.936E-01	Transcribed locus
KCNA7	1	0	9.977E-01	Potassium voltage-gated channel, shaker-related subfamily, member 7
SPRR3	1	0	9.935E-01	
CCDC18	1	0	9.912E-01	Coiled-coil domain containing 18
UGT2B1	1	0	9.902E-01	UDP glucuronosyltransferase 2 family, polypeptide B1
OLFR473	1	0	9.940E-01	Olfactory receptor 473
OLFR1097	1	0	9.904E-01	Transcribed locus, weakly similar to XP_001117086.1 similar to Olfactory receptor 10T2 (Olfactory r
A930021C24RIK	1	0	9.940E-01	
KERA	1	0	9.932E-01	Transcribed locus, moderately similar to XP_001102581.1 keratocan isoform 2 [Macaca mulatta]
CDH2	1	0	9.925E-01	Cadherin 2
OLFR980	1	0	9.982E-01	Olfactory receptor 980
NPB	1	0	9.993E-01	Neuropeptide B
SEPT4	1	0	9.966E-01	
FEV	1	0	9.940E-01	FEV (ETS oncogene family)
ZNRF3	1	0	9.952E-01	Zinc and ring finger 3
GYPA	1	0	9.956E-01	Glycophorin A
H2-Q10	1	0	9.952E-01	Transcribed locus
LOC100045505	1	0	9.957E-01	
MRCL	1	0	9.943E-01	
OLFR1034	1	0	9.978E-01	Olfactory receptor 1034
ZIK1	1	0	9.956E-01	Zinc finger protein interacting with K protein 1
NMS	1	0	9.957E-01	Neuromedin S
METTL7B	1	0	9.965E-01	Methyltransferase like 7B
H2-K1	1	0	9.976E-01	Transcribed locus
PLEKHG1	1	0	9.985E-01	
A930029B02RIK	1	0	9.959E-01	
SLC28A2	1	0	9.956E-01	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 2
RRM2	1	0	9.964E-01	Transcribed locus
F2	1	0	9.978E-01	
TCFEC	1	0	9.964E-01	
BMPR2	1	0	9.977E-01	
EDG3	1	0	9.985E-01	
OLFR707	1	0	9.958E-01	Olfactory receptor 707
BC062650	1	0	9.975E-01	
OLFR780	1	0	9.946E-01	Olfactory receptor 780
CLDN13	1	0	9.974E-01	Claudin 13
6720457D02RIK	1	0	9.975E-01	
1700011K15RIK	1	0	9.978E-01	
MUC15	1	0	9.988E-01	Mucin 15
OLFR1024	1	0	9.982E-01	Olfactory receptor 1024
OLFR338	1	0	9.964E-01	Olfactory receptor 338
TCTEX1D4	1	0	9.978E-01	RIKEN cDNA 4833401D15 gene
NRK	1	0	9.984E-01	Nik related kinase
9030611O19RIK	1	0	9.985E-01	
PNP1	1	0	9.993E-01	
MS4A1	1	0	9.992E-01	Transcribed locus
MRFAP1	1	0	9.981E-01	Morf4 family associated protein 1
PROZ	1	0	9.994E-01	Protein Z, vitamin K-dependent plasma glycoprotein
DMP1	1	0	9.995E-01	Dentin matrix protein 1
RP2H	1	0	9.988E-01	Retinitis pigmentosa 2 homolog (human)
OLFR1012	1	0	9.988E-01	Olfactory receptor 1012
LOC100047833	1	0	9.985E-01	
NMNAT3	1	0	9.993E-01	Nicotinamide nucleotide adenylyltransferase 3
MYLK2	1	0	9.994E-01	
PHXR5	1	0	9.997E-01	
INSL3	1	0	9.998E-01	
TRIM42	1	0	9.997E-01	Tripartite motif-containing 42
IFI47	1	0	9.998563E-01	Transcribed locus
SPRR2E	1	0	9.998E-01	Small proline-rich protein 2E
ANXA10	1	0	9.999187E-01	Annexin A10
CYYR1	1	0	9.999187E-01	
EG406223	1	0	9.999187E-01	
OLFR424	1	0	9.999045E-01	Olfactory receptor 424
GFI1	1	0	9.998E-01	Growth factor independent 1
1700058C13RIK	1	0	9.997E-01	
4922505G16RIK	1	0	9.997E-01	
ADAM10	1	0	9.997E-01	A disintegrin and metallopeptidase domain 10
PCDHA9	1	0	9.997E-01	Protocadherin alpha 11
1810065E05RIK	1	0	9.998E-01	
TMEM45B	1	0	9.991E-01	Transmembrane protein 45b
AA986860	1	0	9.993E-01	
TRIM60	1	0	9.988E-01	Tripartite motif-containing 61
CLDN19	1	0	9.991E-01	Claudin 19
APLN	1	0	9.990E-01	Apelin
RBP2	1	0	9.993E-01	
TTC22	1	0	9.991E-01	Tetratricopeptide repeat domain 22
OLFR438	1	0	9.985E-01	
ZFP51	1	0	9.997E-01	Zinc finger protein 51
4932411N23RIK	1	0	9.985E-01	RIKEN cDNA 4932411N23 gene
LOC100044179	1	0	9.985E-01	
V1RC23	1	0	9.985E-01	
OLFR1164	1	0	9.985E-01	Olfactory receptor 1164
AYM1	1	0	9.988E-01	Activator of yeast meiotic promoters 1
FGF3	1	0	9.993E-01	Fibroblast growth factor 3
STXBP6	1	0	9.982E-01	Syntaxin binding protein 6 (amisyn)
COL9A1	1	0	9.989E-01	Collagen, type IX, alpha 1
QPRT	1	0	9.980E-01	Quinolinate phosphoribosyltransferase
CPHX	1	0	9.975E-01	
1700011F03RIK	1	0	9.970E-01	
OLFR1256	1	0	9.971E-01	Olfactory receptor 1256
SPACA3	1	0	9.970E-01	
POLN	1	0	9.974E-01	DNA polymerase N
4921517D21RIK	1	0	9.964E-01	
POU4F1	1	0	9.985E-01	POU domain, class 4, transcription factor 1
E330009J07RIK	1	0	9.958E-01	RIKEN cDNA E330009J07 gene
4933427D06RIK	1	0	9.955E-01	RIKEN cDNA 4933427D06 gene
MEOX1	1	0	9.969E-01	Mesenchyme homeobox 1
GM1019	1	0	9.964E-01	
SLC14A2	1	0	9.974E-01	Solute carrier family 14 (urea transporter), member 2
OLFR668	1	0	9.978E-01	Olfactory receptor 668
FKBP10	1	0	9.981E-01	FK506 binding protein 10
4930524B15RIK	1	0	9.982E-01	RIKEN cDNA 4930524B15 gene
FGFR4	1	0	9.962E-01	Fibroblast growth factor receptor 4
TRIM38	1	0	9.982E-01	Tripartite motif-containing 38
ZFP386	1	0	9.982E-01	Zinc finger protein 386 (Kruppel-like)
PANX3	1	0	9.967E-01	Pannexin 3
LOC100041463	1	0	9.975E-01	
OLFR9	1	0	9.944E-01	Olfactory receptor 9
LOC100048514	1	0	9.955E-01	
KLHL14	1	0	9.965E-01	Kelch-like 14 (Drosophila)
OLFR1431	1	0	9.943E-01	Olfactory receptor 1431
OLFR1273	1	0	9.942E-01	
OLFR1303	1	0	9.993E-01	Olfactory receptor 1303
ENOX2	1	0	9.977E-01	Transcribed locus
GCNT7	1	0	9.944E-01	
INPP1	1	0	9.962E-01	Inositol polyphosphate-1-phosphatase
TAS2R130	1	0	9.932E-01	Taste receptor, type 2, member 130
OTTMUSG00000000651	1	0	9.925E-01	
C130073D16RIK	1	0	9.981E-01	
SECTM1B	1	0	9.940E-01	Secreted and transmembrane 1B
3830403N18RIK	1	0	9.935E-01	RIKEN cDNA 3830403N18 gene
OLFR1135	1	0	9.946E-01	Olfactory receptor 1135
DUB2	1	0	9.940E-01	
SLC7A2	1	0	9.982E-01	Transcribed locus
CSN1S2A	1	0	9.918E-01	
LIPN	1	0	9.940E-01	Lipase, family member N
REG2	1	0	9.952E-01	Regenerating islet-derived 2
TIGD3	1	0	9.946E-01	Tigger transposable element derived 3
SLC17A2	1	0	9.942E-01	Solute carrier family 17 (sodium phosphate), member 2
CEACAM20	1	0	9.988E-01	CEA-related cell adhesion molecule 20
ASCL1	1	0	9.978E-01	Achaete-scute complex homolog-like 1 (Drosophila)
IFNA5	1	0	9.925E-01	Interferon alpha 5
4921520G13RIK	1	0	9.975E-01	
GBE1	1	0	9.942E-01	Glucan (1,4-alpha-), branching enzyme 1
OLFR198	1	0	9.955E-01	Olfactory receptor 198
WNT1	1	0	9.885E-01	Wingless-related MMTV integration site 1
OLFR1116	1	0	9.943E-01	
EG574081	1	0	9.914E-01	
NPFFR2	1	0	9.958E-01	Neuropeptide FF receptor 2
V1RC16	1	0	9.977E-01	
OLFR1099	1	0	9.988E-01	Olfactory receptor 1099
UGT3A1	1	0	9.925E-01	UDP glycosyltransferases 3 family, polypeptide A1
ESCO2	1	0	9.925E-01	
9930111J21RIK	1	0	9.942E-01	
VIPR1	1	0	9.952E-01	Vasoactive intestinal peptide receptor 1
MC2R	1	0	9.925E-01	
TDGF1	1	0	9.883E-01	Transcribed locus, moderately similar to XP_001114010.1 similar to Teratocarcinoma-derived growth f
OLFR106	1	0	9.856E-01	
VWC2	1	0	9.965E-01	Von Willebrand factor C domain containing 2
OLFR178	1	0	9.900E-01	Olfactory receptor 178
RUFY4	1	0	9.919E-01	RUN and FYVE domain containing 4
JAM4	1	0	9.965E-01	
DNAJA1	1	0	9.904E-01	Predicted gene, EG665839
IL5RA	1	0	9.902E-01	Interleukin 5 receptor, alpha
DR1	1	0	9.874E-01	Down-regulator of transcription 1
9430041O17RIK	1	0	9.881E-01	
TCL1B2	1	0	9.943E-01	
ZFP364	1	0	9.952E-01	
OSTN	1	0	9.866E-01	Osteocrin
2610016C23RIK	1	0	9.943E-01	
KLB	1	0	9.922E-01	Klotho beta
KLF17	1	0	9.976E-01	Transcribed locus
POMC	1	0	9.942E-01	Pro-opiomelanocortin-alpha
OLFR1110	1	0	9.898E-01	Olfactory receptor 1110
LOC574405	1	0	9.964E-01	
OLFR1061	1	0	9.936E-01	Olfactory receptor 1061
SLC16A12	1	0	9.892E-01	Transcribed locus
FABP2	1	0	9.931E-01	Fatty acid binding protein 2, intestinal
PGC	1	0	9.885E-01	Progastricsin (pepsinogen C)
WNT8B	1	0	9.811E-01	
AVPR2	1	0	9.892E-01	Arginine vasopressin receptor 2
OLFR111	1	0	9.956E-01	Olfactory receptor 111
LOC100046729	1	0	9.858E-01	
MOBKL2B	1	0	9.931E-01	
OLFR382	1	0	9.874E-01	Olfactory receptor 382
BC024561	1	0	9.870E-01	
PRL7C1	1	0	9.854E-01	Prolactin family 7, subfamily c, member 1
TMEM46	1	0	9.836E-01	
PTPRM	1	0	9.885E-01	Protein tyrosine phosphatase, receptor type, M
TC2N	1	0	9.892E-01	
1700057K13RIK	1	0	9.885E-01	
DMGDH	1	0	9.881E-01	Dimethylglycine dehydrogenase precursor
MAGEL2	1	0	9.902E-01	
MDM4	1	0	9.976E-01	Transcribed locus, moderately similar to XP_001097583.1 mouse double minute 4 homolog isoform 2 [Ma
V1RH18	1	0	9.885E-01	
OLFR161	1	0	9.940E-01	Olfactory receptor 161
WNT5B	1	0	9.890E-01	Wingless-related MMTV integration site 5B
HNF4A	1	0	9.885E-01	Hepatic nuclear factor 4, alpha
HFE2	1	0	9.874E-01	
OLFR1086	1	0	9.819E-01	Olfactory receptor 1086
C230097I24RIK	1	0	9.865E-01	
SLC2A10	1	0	9.936E-01	Solute carrier family 2 (facilitated glucose transporter), member 10
OLFR1030	1	0	9.935E-01	Olfactory receptor 1030
DNPEP	1	0	9.955E-01	Aspartyl aminopeptidase
UBE2I	1	0	9.942E-01	Ubiquitin-conjugating enzyme E2I
MR1	1	0	9.918E-01	Transcribed locus
DEFB7	1	0	9.883E-01	Defensin beta 7
ADARB2	1	0	9.858E-01	Transcribed locus
DBX1	1	0	9.854E-01	Developing brain homeobox 1
GM944	1	0	9.837E-01	
V1RH9	1	0	9.847E-01	
IL19	1	0	9.978E-01	Interleukin 19
MTFR1	1	0	9.852E-01	Mitochondrial fission regulator 1
AIPL1	1	0	9.880E-01	Aryl hydrocarbon receptor-interacting protein-like 1
ADM2	1	0	9.918E-01	Adrenomedullin 2
OLFR1368	1	0	9.890E-01	Olfactory receptor 1368
GM1381	1	0	9.851E-01	
MIS12	1	0	9.835E-01	MIS12 homolog (yeast)
ZFP828	1	0	9.902E-01	
WNT2B	1	0	9.895E-01	Wingless related MMTV integration site 2b
POSTN	1	0	9.843E-01	Transcribed locus
V1RA4	1	0	9.785E-01	
4930415G15RIK	1	0	9.807E-01	
TLR12	1	0	9.894E-01	Toll-like receptor 12
CYP2J13	1	0	9.782E-01	Cytochrome P450, family 2, subfamily j, polypeptide 13
MUM1L1	1	0	9.856E-01	Melanoma associated antigen (mutated) 1-like 1
CML5	1	0	9.818E-01	Camello-like 5
4921510J17RIK	1	0	9.854E-01	
TUBB2A	1	0	9.855E-01	
TNR	1	0	9.900E-01	Tenascin R
BC107230	1	0	9.858E-01	
OLFR461	1	0	9.807E-01	Olfactory receptor 461
TIMD2	1	0	9.771E-01	
LOC100047200	1	0	9.881E-01	
GALK2	1	0	9.807E-01	
DYSF	1	0	9.935E-01	Dysferlin
4930550L24RIK	1	0	9.816E-01	RIKEN cDNA 4930550L24 gene
NUDT15	1	0	9.831E-01	
OLFR1259	1	0	9.858E-01	Olfactory receptor 1259
SAMD7	1	0	9.836E-01	Sterile alpha motif domain containing 7
PRPS1L1	1	0	9.807E-01	Phosphoribosyl pyrophosphate synthetase 1-like 1
MGMT	1	0	9.858E-01	O-6-methylguanine-DNA methyltransferase
HARS	1	0	9.954E-01	Histidyl-tRNA synthetase
OLFR847	1	0	9.849E-01	Olfactory receptor 847
PPY	1	0	9.857E-01	Pancreatic polypeptide
AA691260	1	0	9.964E-01	
CBX3	1	0	9.852E-01	Chromobox homolog 3 (Drosophila HP1 gamma)
KLHL10	1	0	9.874E-01	Kelch-like 10 (Drosophila)
LOC434960	1	0	9.890E-01	
CNNM4	1	0	9.834E-01	Cyclin M4
FGF16	1	0	9.836E-01	Fibroblast growth factor 16
BTN2A2	1	0	9.796E-01	Butyrophilin, subfamily 2, member A2
OLFR71	1	0	9.749E-01	Olfactory receptor 71
CD209D	1	0	9.856E-01	CD209d antigen
ADAMTS20	1	0	9.836E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20
CDKL3	1	0	9.890E-01	Cyclin-dependent kinase-like 3
CACNB1	1	0	9.921E-01	Calcium channel, voltage-dependent, beta 1 subunit
SIX2	1	0	9.773E-01	
MS4A4D	1	0	9.774E-01	Transcribed locus
RAB19	1	0	9.963E-01	
OLFR652	1	0	9.819E-01	Olfactory receptor 652
NDUFS1	1	0	9.935E-01	NADH dehydrogenase (ubiquinone) Fe-S protein 1
RNF139	1	0	9.935E-01	Ring finger protein 139
OLFR1173	1	0	9.737E-01	Olfactory receptor 1173
SYTL5	1	0	9.807E-01	Synaptotagmin-like 5
2310006J04RIK	1	0	9.773E-01	
SPERT	1	0	9.807E-01	Spermatid associated
OLFR395	1	0	9.763E-01	Olfactory receptor 395
CDC26	1	0	9.831E-01	Cell division cycle 26
CCDC54	1	0	9.792E-01	Coiled-coil domain containing 54
ZFP192	1	0	9.816E-01	
OLFR1042	1	0	9.836E-01	Olfactory receptor 1042
CNTNAP5A	1	0	9.886E-01	Contactin associated protein-like 5A
GRTP1	1	0	9.847E-01	GH regulated TBC protein 1
VSX2	1	0	9.857E-01	
OLFR172	1	0	9.763E-01	Olfactory receptor 172
IL17F	1	0	9.742E-01	Interleukin 17F
SERPINB9C	1	0	9.788E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 9c
RELT	1	0	9.977E-01	RELT tumor necrosis factor receptor
GK5	1	0	9.751E-01	Glycerol kinase 5 (putative)
CYP2C40	1	0	9.763E-01	Cytochrome P450, family 2, subfamily c, polypeptide 69
PTGES	1	0	9.893E-01	Prostaglandin E synthase
HOXA3	1	0	9.881E-01	
SH3D19	1	0	9.837E-01	SH3 domain protein D19
SERPINB5	1	0	9.706E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 5
BC062109	1	0	9.881E-01	
MFAP1A	1	0	9.785E-01	Microfibrillar-associated protein 1A
GGN	1	0	9.897E-01	Gametogenetin
KLRA20	1	0	9.807E-01	
BC004701	1	0	9.746E-01	
